"Plot Title: ITEX1U_1OTC"
"#","Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832560, SEN S/N: 9818212, LBL: Ambient)","RH, % (LGR S/N: 9832560, SEN S/N: 9818212)","Water Content, m³/m³ (LGR S/N: 9832560, SEN S/N: 9827492, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832560, SEN S/N: 9827496, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832560, SEN S/N: 9818212)"
36,20/04/13,01:56:32,1.453,98.800,0.2189,0.1579,1.3
37,20/04/13,02:56:33,1.425,99.000,0.2189,0.1579,1.3
38,20/04/13,03:56:34,1.398,99.100,0.2189,0.1572,1.3
39,20/04/13,04:56:35,1.453,99.000,0.2189,0.1572,1.3
40,20/04/13,05:56:36,1.480,99.000,0.2189,0.1572,1.3
41,20/04/13,06:56:37,1.588,99.100,0.2182,0.1572,1.5
42,20/04/13,07:56:38,1.588,99.100,0.2189,0.1572,1.5
43,20/04/13,08:56:39,2.101,99.100,0.2182,0.1572,2.0
44,20/04/13,09:56:40,2.690,98.900,0.2189,0.1572,2.5
45,20/04/13,10:56:41,3.221,98.400,0.2189,0.1579,3.0
46,20/04/13,11:56:42,4.688,97.600,0.2189,0.1579,4.3
47,20/04/13,12:56:43,6.102,94.900,0.2189,0.1586,5.4
48,20/04/13,13:56:44,6.661,91.300,0.2196,0.1586,5.3
49,20/04/13,14:56:45,7.619,90.700,0.2204,0.1594,6.2
50,20/04/13,15:56:46,6.940,88.600,0.2211,0.1594,5.2
51,20/04/13,16:56:47,5.898,89.500,0.2218,0.1601,4.3
52,20/04/13,17:56:48,4.766,91.400,0.2225,0.1594,3.5
53,20/04/13,18:56:49,3.958,92.700,0.2225,0.1594,2.9
54,20/04/13,19:56:50,3.485,94.000,0.2225,0.1594,2.6
55,20/04/13,20:56:51,3.063,94.700,0.2233,0.1601,2.3
56,20/04/13,21:56:52,2.744,95.200,0.2233,0.1601,2.1
57,20/04/13,22:56:53,2.744,95.400,0.2233,0.1601,2.1
58,20/04/13,23:56:54,2.797,95.700,0.2240,0.1601,2.2
59,21/04/13,00:56:55,3.036,96.500,0.2240,0.1601,2.5
60,21/04/13,01:56:56,1.859,95.500,0.2247,0.1601,1.2
61,21/04/13,02:56:57,0.495,92.600,0.2247,0.1601,-0.6
62,21/04/13,03:56:58,0.852,94.900,0.2247,0.1594,0.1
63,21/04/13,04:56:59,0.934,96.300,0.2247,0.1594,0.4
64,21/04/13,05:57:00,1.017,97.500,0.2247,0.1594,0.7
65,21/04/13,06:57:01,0.495,96.100,0.2247,0.1594,-0.1
66,21/04/13,07:57:02,0.632,96.600,0.2240,0.1586,0.2
67,21/04/13,08:57:03,2.074,96.900,0.2240,0.1586,1.6
68,21/04/13,09:57:04,3.512,98.400,0.2240,0.1586,3.3
69,21/04/13,10:57:05,4.376,95.900,0.2240,0.1594,3.8
70,21/04/13,11:57:06,5.411,92.700,0.2240,0.1594,4.3
71,21/04/13,12:57:07,6.102,89.200,0.2240,0.1601,4.5
72,21/04/13,13:57:08,7.720,86.100,0.2240,0.1594,5.6
73,21/04/13,14:57:09,6.737,83.000,0.2240,0.1594,4.1
74,21/04/13,15:57:10,5.642,87.900,0.2233,0.1594,3.8
75,21/04/13,16:57:11,6.051,88.800,0.2233,0.1586,4.3
76,21/04/13,17:57:12,4.272,89.300,0.2233,0.1586,2.7
77,21/04/13,18:57:13,3.301,94.100,0.2225,0.1579,2.4
78,21/04/13,19:57:14,3.433,96.300,0.2225,0.1579,2.9
79,21/04/13,20:57:15,3.354,94.600,0.2225,0.1572,2.6
80,21/04/13,21:57:16,3.538,93.200,0.2218,0.1572,2.5
81,21/04/13,22:57:17,3.827,93.300,0.2218,0.1572,2.8
82,21/04/13,23:57:18,3.221,97.100,0.2225,0.1579,2.8
83,22/04/13,00:57:19,3.248,99.900,0.2240,0.1681,3.2
84,22/04/13,01:57:20,2.744,100.000,0.2865,0.1724,2.7
85,22/04/13,02:57:21,2.396,100.000,0.3380,0.1746,2.4
86,22/04/13,03:57:22,2.557,100.000,0.3388,0.1739,2.6
87,22/04/13,04:57:23,2.664,100.000,0.3257,0.1724,2.7
88,22/04/13,05:57:24,2.664,100.000,0.3220,0.1717,2.7
89,22/04/13,06:57:25,2.530,100.000,0.3199,0.1724,2.5
90,22/04/13,07:57:26,2.503,100.000,0.3090,0.1702,2.5
91,22/04/13,08:57:27,2.930,100.000,0.2966,0.1688,2.9
92,22/04/13,09:57:28,3.380,100.000,0.2886,0.1688,3.4
93,22/04/13,10:57:29,4.089,100.000,0.2836,0.1688,4.1
94,22/04/13,11:57:30,4.662,100.000,0.2792,0.1681,4.7
95,22/04/13,12:57:31,4.869,100.000,0.2763,0.1681,4.9
96,22/04/13,13:57:32,4.844,100.000,0.2741,0.1681,4.8
97,22/04/13,14:57:33,5.539,100.000,0.2712,0.1681,5.5
98,22/04/13,15:57:34,5.488,100.000,0.2690,0.1673,5.5
99,22/04/13,16:57:35,4.402,100.000,0.2668,0.1673,4.4
100,22/04/13,17:57:36,3.827,100.000,0.2647,0.1666,3.8
101,22/04/13,18:57:37,3.380,100.000,0.2618,0.1666,3.4
102,22/04/13,19:57:38,2.503,100.000,0.2603,0.1659,2.5
103,22/04/13,20:57:39,2.930,100.000,0.2589,0.1659,2.9
104,22/04/13,21:57:40,2.823,100.000,0.2574,0.1659,2.8
105,22/04/13,22:57:41,2.396,100.000,0.2560,0.1652,2.4
106,22/04/13,23:57:42,3.274,100.000,0.2545,0.1652,3.3
107,23/04/13,00:57:43,3.221,100.000,0.2530,0.1652,3.2
108,23/04/13,01:57:44,3.670,100.000,0.2523,0.1644,3.7
109,23/04/13,02:57:45,3.643,100.000,0.2516,0.1652,3.6
110,23/04/13,03:57:46,3.801,100.000,0.2538,0.1681,3.8
111,23/04/13,04:57:47,3.932,100.000,0.2821,0.1739,3.9
112,23/04/13,05:57:48,4.063,100.000,0.3119,0.1761,4.1
113,23/04/13,06:57:49,4.376,100.000,0.3308,0.1768,4.4
114,23/04/13,07:57:50,4.428,100.000,0.3235,0.1753,4.4
115,23/04/13,08:57:51,4.818,100.000,0.3090,0.1739,4.8
116,23/04/13,09:57:52,6.535,100.000,0.2981,0.1732,6.5
117,23/04/13,10:57:53,6.788,99.900,0.2901,0.1724,6.8
118,23/04/13,11:57:54,8.020,99.400,0.2828,0.1717,7.9
119,23/04/13,12:57:55,8.618,95.400,0.2770,0.1710,7.9
120,23/04/13,13:57:56,8.866,90.300,0.2719,0.1702,7.4
121,23/04/13,14:57:57,9.903,88.200,0.2683,0.1702,8.1
122,23/04/13,15:57:58,7.268,85.300,0.2647,0.1695,5.0
123,23/04/13,16:57:59,6.230,91.300,0.2618,0.1688,4.9
124,23/04/13,17:58:00,5.282,93.000,0.2603,0.1681,4.2
125,23/04/13,18:58:01,4.454,94.900,0.2581,0.1673,3.7
126,23/04/13,19:58:02,3.749,95.600,0.2560,0.1666,3.1
127,23/04/13,20:58:03,2.744,96.100,0.2545,0.1666,2.2
128,23/04/13,21:58:04,2.209,96.700,0.2523,0.1666,1.7
129,23/04/13,22:58:05,1.913,96.900,0.2509,0.1659,1.5
130,23/04/13,23:58:06,1.859,97.300,0.2494,0.1652,1.5
131,24/04/13,00:58:07,1.453,96.100,0.2487,0.1652,0.9
132,24/04/13,01:58:08,1.208,95.700,0.2472,0.1652,0.6
133,24/04/13,02:58:09,1.153,95.600,0.2465,0.1644,0.5
134,24/04/13,03:58:10,0.962,96.100,0.2451,0.1644,0.4
135,24/04/13,04:58:11,0.605,96.400,0.2443,0.1644,0.1
136,24/04/13,05:58:12,0.079,96.100,0.2436,0.1637,-0.5
137,24/04/13,06:58:13,-0.143,96.500,0.2429,0.1637,-0.6
138,24/04/13,07:58:14,-0.311,96.600,0.2414,0.1637,-0.8
139,24/04/13,08:58:15,0.989,96.600,0.2414,0.1637,0.5
140,24/04/13,09:58:16,1.697,94.900,0.2407,0.1630,1.0
141,24/04/13,10:58:17,4.428,91.700,0.2392,0.1637,3.2
142,24/04/13,11:58:18,4.532,87.800,0.2392,0.1637,2.7
143,24/04/13,12:58:19,6.128,85.500,0.2378,0.1637,3.9
144,24/04/13,13:58:20,5.257,81.800,0.2371,0.1630,2.4
145,24/04/13,14:58:21,6.382,83.800,0.2363,0.1630,3.8
146,24/04/13,15:58:22,6.535,81.200,0.2356,0.1630,3.6
147,24/04/13,16:58:23,6.230,82.100,0.2349,0.1623,3.4
148,24/04/13,17:58:24,4.089,85.700,0.2349,0.1623,1.9
149,24/04/13,18:58:25,2.370,89.900,0.2342,0.1623,0.9
150,24/04/13,19:58:26,1.071,90.100,0.2334,0.1615,-0.4
151,24/04/13,20:58:27,0.577,90.900,0.2327,0.1615,-0.7
152,24/04/13,21:58:28,0.660,93.000,0.2320,0.1615,-0.3
153,24/04/13,22:58:29,2.182,96.700,0.2320,0.1608,1.7
154,24/04/13,23:58:30,2.850,97.900,0.2320,0.1608,2.6
155,25/04/13,00:58:31,3.274,98.700,0.2313,0.1608,3.1
156,25/04/13,01:58:32,3.116,98.500,0.2313,0.1608,2.9
157,25/04/13,02:58:33,2.155,97.800,0.2305,0.1608,1.8
158,25/04/13,03:58:34,2.289,98.200,0.2305,0.1608,2.0
159,25/04/13,04:58:35,2.182,98.200,0.2298,0.1608,1.9
160,25/04/13,05:58:36,2.370,98.500,0.2298,0.1608,2.2
161,25/04/13,06:58:37,2.584,99.100,0.2291,0.1601,2.5
162,25/04/13,07:58:38,2.850,99.600,0.2291,0.1601,2.8
163,25/04/13,08:58:39,3.433,99.400,0.2291,0.1601,3.3
164,25/04/13,09:58:40,4.766,96.400,0.2284,0.1601,4.2
165,25/04/13,10:58:41,5.385,93.500,0.2276,0.1601,4.4
166,25/04/13,11:58:42,6.306,91.000,0.2269,0.1601,5.0
167,25/04/13,12:58:43,6.560,87.500,0.2262,0.1601,4.6
168,25/04/13,13:58:44,7.619,83.600,0.2262,0.1601,5.0
169,25/04/13,14:58:45,7.619,77.600,0.2254,0.1594,4.0
170,25/04/13,15:58:46,7.845,78.800,0.2247,0.1594,4.4
171,25/04/13,16:58:47,6.281,82.600,0.2240,0.1586,3.5
172,25/04/13,17:58:48,4.011,88.700,0.2240,0.1586,2.3
173,25/04/13,18:58:49,3.248,94.500,0.2233,0.1579,2.5
174,25/04/13,19:58:50,2.956,96.300,0.2233,0.1579,2.4
175,25/04/13,20:58:51,3.063,97.200,0.2233,0.1579,2.7
176,25/04/13,21:58:52,3.512,97.300,0.2225,0.1572,3.1
177,25/04/13,22:58:53,4.324,97.900,0.2225,0.1579,4.0
178,25/04/13,23:58:54,4.480,97.400,0.2225,0.1579,4.1
179,26/04/13,00:58:55,4.480,97.100,0.2225,0.1572,4.1
180,26/04/13,01:58:56,4.428,97.000,0.2218,0.1572,4.0
181,26/04/13,02:58:57,4.350,97.300,0.2218,0.1572,4.0
182,26/04/13,03:58:58,4.350,97.700,0.2218,0.1572,4.0
183,26/04/13,04:58:59,4.246,97.300,0.2211,0.1572,3.9
184,26/04/13,05:59:00,4.402,99.300,0.2211,0.1572,4.3
185,26/04/13,06:59:01,4.454,100.000,0.2211,0.1572,4.5
186,26/04/13,07:59:02,3.722,100.000,0.2211,0.1572,3.7
187,26/04/13,08:59:03,4.428,100.000,0.2211,0.1572,4.4
188,26/04/13,09:59:04,5.257,100.000,0.2204,0.1572,5.3
189,26/04/13,10:59:05,6.560,99.600,0.2204,0.1572,6.5
190,26/04/13,11:59:06,7.393,95.000,0.2196,0.1572,6.7
191,26/04/13,12:59:07,8.742,89.100,0.2196,0.1572,7.1
192,26/04/13,13:59:08,9.780,85.100,0.2189,0.1572,7.4
193,26/04/13,14:59:09,9.928,85.300,0.2182,0.1572,7.6
194,26/04/13,15:59:10,9.632,84.800,0.2175,0.1572,7.2
195,26/04/13,16:59:11,8.020,86.400,0.2175,0.1564,5.9
196,26/04/13,17:59:12,6.408,91.400,0.2175,0.1564,5.1
197,26/04/13,18:59:13,5.565,95.300,0.2182,0.1557,4.9
198,26/04/13,19:59:14,4.844,96.800,0.2175,0.1557,4.4
199,26/04/13,20:59:15,4.610,97.900,0.2175,0.1550,4.3
200,26/04/13,21:59:16,4.636,98.300,0.2167,0.1550,4.4
201,26/04/13,22:59:17,4.532,97.700,0.2167,0.1543,4.2
202,26/04/13,23:59:18,1.994,92.300,0.2167,0.1550,0.9
203,27/04/13,00:59:19,3.512,97.700,0.2167,0.1543,3.2
204,27/04/13,01:59:20,3.617,98.700,0.2167,0.1543,3.4
205,27/04/13,02:59:21,3.221,99.100,0.2160,0.1543,3.1
206,27/04/13,03:59:22,2.903,99.500,0.2160,0.1543,2.8
207,27/04/13,04:59:23,2.983,99.600,0.2160,0.1543,2.9
208,27/04/13,05:59:24,2.128,98.700,0.2160,0.1543,1.9
209,27/04/13,06:59:25,1.967,98.700,0.2153,0.1543,1.8
210,27/04/13,07:59:26,2.047,98.200,0.2160,0.1535,1.8
211,27/04/13,08:59:27,4.558,99.600,0.2153,0.1535,4.5
212,27/04/13,09:59:28,6.560,100.000,0.2146,0.1543,6.6
213,27/04/13,10:59:29,8.020,94.300,0.2153,0.1543,7.2
214,27/04/13,11:59:30,9.780,86.400,0.2153,0.1543,7.6
215,27/04/13,12:59:31,10.443,82.900,0.2146,0.1550,7.7
216,27/04/13,13:59:32,12.654,79.500,0.2138,0.1543,9.2
217,27/04/13,14:59:33,9.657,84.100,0.2131,0.1543,7.1
218,27/04/13,15:59:34,8.990,86.400,0.2124,0.1535,6.9
219,27/04/13,16:59:35,8.668,86.800,0.2124,0.1535,6.6
220,27/04/13,17:59:36,6.687,91.000,0.2124,0.1528,5.3
221,27/04/13,18:59:37,6.179,95.800,0.2116,0.1528,5.6
222,27/04/13,19:59:38,6.331,98.500,0.2116,0.1528,6.1
223,27/04/13,20:59:39,6.382,99.100,0.2116,0.1521,6.3
224,27/04/13,21:59:40,6.230,98.500,0.2116,0.1521,6.0
225,27/04/13,22:59:41,6.102,97.700,0.2116,0.1521,5.8
226,27/04/13,23:59:42,5.898,96.900,0.2116,0.1521,5.4
227,28/04/13,00:59:43,5.693,96.900,0.2116,0.1521,5.2
228,28/04/13,01:59:44,5.616,96.300,0.2116,0.1521,5.1
229,28/04/13,02:59:45,5.642,94.800,0.2116,0.1521,4.9
230,28/04/13,03:59:46,5.719,91.800,0.2109,0.1514,4.5
231,28/04/13,04:59:47,5.693,86.100,0.2109,0.1514,3.6
232,28/04/13,05:59:48,5.642,81.700,0.2109,0.1514,2.8
233,28/04/13,06:59:49,5.616,80.100,0.2109,0.1514,2.5
234,28/04/13,07:59:50,5.591,76.600,0.2102,0.1506,1.8
235,28/04/13,08:59:51,6.661,74.700,0.2102,0.1499,2.5
236,28/04/13,09:59:52,7.444,72.300,0.2095,0.1506,2.8
237,28/04/13,10:59:53,8.369,72.400,0.2087,0.1506,3.7
238,28/04/13,11:59:54,9.410,71.600,0.2087,0.1499,4.5
239,28/04/13,12:59:55,10.296,70.100,0.2080,0.1499,5.1
240,28/04/13,13:59:56,8.568,72.600,0.2073,0.1499,3.9
241,28/04/13,14:59:57,7.970,78.200,0.2073,0.1492,4.4
242,28/04/13,15:59:58,7.494,78.000,0.2066,0.1485,3.9
243,28/04/13,16:59:59,6.965,80.700,0.2066,0.1485,3.9
244,28/04/13,18:00:00,6.509,81.000,0.2058,0.1485,3.5
245,28/04/13,19:00:01,6.255,82.700,0.2058,0.1477,3.5
246,28/04/13,20:00:02,5.975,85.300,0.2058,0.1477,3.7
247,28/04/13,21:00:03,6.687,89.300,0.2058,0.1477,5.1
248,28/04/13,22:00:04,6.813,92.100,0.2058,0.1477,5.6
249,28/04/13,23:00:05,6.914,93.200,0.2058,0.1477,5.9
250,29/04/13,00:00:06,6.763,93.900,0.2058,0.1477,5.9
251,29/04/13,01:00:07,6.102,93.600,0.2058,0.1477,5.2
252,29/04/13,02:00:08,5.616,94.500,0.2066,0.1470,4.8
253,29/04/13,03:00:09,5.591,96.300,0.2058,0.1477,5.1
254,29/04/13,04:00:10,5.437,96.800,0.2058,0.1470,5.0
255,29/04/13,05:00:11,4.610,96.300,0.2058,0.1470,4.1
256,29/04/13,06:00:12,5.076,96.600,0.2058,0.1470,4.6
257,29/04/13,07:00:13,4.999,96.700,0.2066,0.1470,4.5
258,29/04/13,08:00:14,5.231,96.600,0.2058,0.1470,4.7
259,29/04/13,09:00:15,6.153,95.700,0.2058,0.1470,5.5
260,29/04/13,10:00:16,6.763,94.800,0.2058,0.1470,6.0
261,29/04/13,11:00:17,6.153,97.900,0.2051,0.1470,5.9
262,29/04/13,12:00:18,6.712,99.800,0.2058,0.1470,6.7
263,29/04/13,13:00:19,8.245,100.000,0.2051,0.1477,8.3
264,29/04/13,14:00:20,6.230,98.500,0.2058,0.1477,6.0
265,29/04/13,15:00:21,6.813,99.800,0.2058,0.1477,6.8
266,29/04/13,16:00:22,6.585,99.700,0.2058,0.1477,6.5
267,29/04/13,17:00:23,6.000,98.300,0.2058,0.1477,5.8
268,29/04/13,18:00:24,5.539,96.300,0.2058,0.1470,5.0
269,29/04/13,19:00:25,4.272,96.500,0.2058,0.1470,3.8
270,29/04/13,20:00:26,3.564,96.000,0.2058,0.1463,3.0
271,29/04/13,21:00:27,4.220,96.300,0.2058,0.1470,3.7
272,29/04/13,22:00:28,4.662,99.400,0.2058,0.1463,4.6
273,29/04/13,23:00:29,4.921,99.700,0.2058,0.1470,4.9
274,30/04/13,00:00:30,4.818,99.500,0.2058,0.1470,4.7
275,30/04/13,01:00:31,4.688,99.300,0.2058,0.1470,4.6
276,30/04/13,02:00:32,4.298,98.900,0.2058,0.1470,4.1
277,30/04/13,03:00:33,4.168,98.700,0.2058,0.1463,4.0
278,30/04/13,04:00:34,2.664,96.700,0.2051,0.1470,2.2
279,30/04/13,05:00:35,1.967,96.100,0.2051,0.1463,1.4
280,30/04/13,06:00:36,0.384,92.700,0.2051,0.1463,-0.7
281,30/04/13,07:00:37,0.190,92.900,0.2051,0.1463,-0.8
282,30/04/13,08:00:38,0.577,93.000,0.2044,0.1463,-0.4
283,30/04/13,09:00:39,3.274,93.200,0.2044,0.1463,2.3
284,30/04/13,10:00:40,5.282,89.400,0.2044,0.1463,3.7
285,30/04/13,11:00:41,6.535,86.500,0.2044,0.1463,4.5
286,30/04/13,12:00:42,8.145,83.300,0.2044,0.1463,5.5
287,30/04/13,13:00:43,8.220,76.900,0.2044,0.1463,4.4
288,30/04/13,14:00:44,10.467,71.900,0.2037,0.1463,5.6
289,30/04/13,15:00:45,11.127,68.800,0.2029,0.1456,5.6
290,30/04/13,16:00:46,9.657,71.600,0.2029,0.1456,4.8
291,30/04/13,17:00:47,7.268,82.200,0.2022,0.1456,4.4
292,30/04/13,18:00:48,6.000,86.500,0.2022,0.1448,3.9
293,30/04/13,19:00:49,4.792,92.700,0.2022,0.1448,3.7
294,30/04/13,20:00:50,4.298,92.500,0.2022,0.1448,3.2
295,30/04/13,21:00:51,4.532,95.400,0.2022,0.1448,3.9
296,30/04/13,22:00:52,4.089,97.300,0.2022,0.1441,3.7
297,30/04/13,23:00:53,3.749,98.000,0.2022,0.1441,3.5
298,01/05/13,00:00:54,4.246,98.900,0.2022,0.1441,4.1
299,01/05/13,01:00:55,3.301,96.600,0.2022,0.1441,2.8
300,01/05/13,02:00:56,2.690,96.000,0.2022,0.1441,2.1
301,01/05/13,03:00:57,1.913,95.000,0.2015,0.1441,1.2
302,01/05/13,04:00:58,1.398,94.300,0.2015,0.1441,0.6
303,01/05/13,05:00:59,0.934,92.600,0.2022,0.1434,-0.1
304,01/05/13,06:01:00,1.126,91.300,0.2015,0.1434,-0.1
305,01/05/13,07:01:01,1.643,87.700,0.2015,0.1434,-0.2
306,01/05/13,08:01:02,1.940,87.300,0.2015,0.1434,0.1
307,01/05/13,09:01:03,3.512,88.400,0.2015,0.1434,1.8
308,01/05/13,10:01:04,5.231,86.500,0.2015,0.1441,3.2
309,01/05/13,11:01:05,6.026,82.500,0.2015,0.1441,3.3
310,01/05/13,12:01:06,6.128,81.100,0.2015,0.1441,3.1
311,01/05/13,13:01:07,6.000,80.300,0.2015,0.1441,2.9
312,01/05/13,14:01:08,6.204,84.100,0.2008,0.1434,3.7
313,01/05/13,15:01:09,5.975,82.900,0.2008,0.1441,3.3
314,01/05/13,16:01:10,6.077,81.900,0.2008,0.1434,3.2
315,01/05/13,17:01:11,5.591,83.600,0.2008,0.1434,3.0
316,01/05/13,18:01:12,3.512,88.600,0.2008,0.1434,1.8
317,01/05/13,19:01:13,1.751,92.800,0.2000,0.1426,0.7
318,01/05/13,20:01:14,1.208,94.200,0.2000,0.1426,0.4
319,01/05/13,21:01:15,2.047,95.900,0.2000,0.1426,1.5
320,01/05/13,22:01:16,1.886,95.900,0.2000,0.1426,1.3
321,01/05/13,23:01:17,1.751,95.000,0.2000,0.1426,1.0
322,02/05/13,00:01:18,1.778,96.300,0.2000,0.1426,1.3
323,02/05/13,01:01:19,1.453,96.600,0.2000,0.1426,1.0
324,02/05/13,02:01:20,0.852,95.900,0.2000,0.1426,0.3
325,02/05/13,03:01:21,0.715,95.700,0.2000,0.1419,0.1
326,02/05/13,04:01:22,0.495,95.100,0.2000,0.1426,-0.2
327,02/05/13,05:01:23,0.329,94.800,0.2000,0.1419,-0.4
328,02/05/13,06:01:24,0.412,95.500,0.2000,0.1419,-0.2
329,02/05/13,07:01:25,-0.088,94.700,0.2000,0.1419,-0.8
330,02/05/13,08:01:26,-0.676,93.200,0.2000,0.1419,-1.6
331,02/05/13,09:01:27,-0.311,94.000,0.2000,0.1419,-1.2
332,02/05/13,10:01:28,1.317,96.700,0.2000,0.1419,0.8
333,02/05/13,11:01:29,3.670,98.400,0.2000,0.1419,3.4
334,02/05/13,12:01:30,5.616,99.600,0.2000,0.1426,5.6
335,02/05/13,13:01:31,7.217,97.500,0.1993,0.1426,6.9
336,02/05/13,14:01:32,9.805,92.800,0.1986,0.1426,8.7
