"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832561, SEN S/N: 9818218, LBL: Ambient)","RH, % (LGR S/N: 9832561, SEN S/N: 9818218)","DewPt, °C (LGR S/N: 9832561, SEN S/N: 9818218)","Temp, °C (LGR S/N: 9832561, SEN S/N: 9824740, LBL: 3cmBG)","Water Content, m³/m³ (LGR S/N: 9832561, SEN S/N: 9833758, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832561, SEN S/N: 9833760, LBL: 10cmBG)"
20/10/2013,13:09:55,16.939,45.700,5.2,23.737,0.1412,0.2589
20/10/2013,14:09:56,18.366,41.700,5.1,23.617,0.1419,0.2589
20/10/2013,15:09:57,16.939,39.700,3.2,23.184,0.1419,0.2589
20/10/2013,16:09:58,15.939,41.600,2.9,18.961,0.1397,0.2589
20/10/2013,17:09:59,15.414,43.000,2.9,15.151,0.1383,0.2589
20/10/2013,18:10:00,12.534,48.800,2.1,12.751,0.1361,0.2589
20/10/2013,19:10:01,11.248,55.300,2.6,11.005,0.1354,0.2596
20/10/2013,20:10:02,9.903,62.300,3.0,9.238,0.1347,0.2589
20/10/2013,21:10:03,8.990,64.800,2.7,8.195,0.1332,0.2581
20/10/2013,22:10:04,8.618,66.200,2.7,7.444,0.1332,0.2581
20/10/2013,23:10:05,7.970,67.200,2.3,6.864,0.1318,0.2567
21/10/2013,00:10:06,8.270,67.400,2.6,6.535,0.1303,0.2560
21/10/2013,01:10:07,8.841,62.300,2.0,7.015,0.1303,0.2560
21/10/2013,02:10:08,8.841,63.900,2.4,7.167,0.1296,0.2560
21/10/2013,03:10:09,8.965,63.300,2.4,7.167,0.1296,0.2560
21/10/2013,04:10:10,8.519,62.900,1.9,7.091,0.1288,0.2552
21/10/2013,05:10:11,8.394,64.700,2.1,6.687,0.1288,0.2552
21/10/2013,06:10:12,8.668,66.600,2.8,6.788,0.1288,0.2552
21/10/2013,07:10:13,9.632,68.700,4.2,7.318,0.1281,0.2545
21/10/2013,08:10:14,11.953,64.600,5.5,8.990,0.1274,0.2545
21/10/2013,09:10:15,13.425,61.700,6.2,11.759,0.1274,0.2545
21/10/2013,10:10:16,15.772,58.100,7.6,15.796,0.1274,0.2538
21/10/2013,11:10:17,17.701,55.400,8.7,19.888,0.1274,0.2530
21/10/2013,12:10:18,16.010,61.200,8.6,20.650,0.1281,0.2538
21/10/2013,13:10:19,14.649,62.700,7.6,19.460,0.1281,0.2538
21/10/2013,14:10:20,14.529,63.000,7.6,18.438,0.1281,0.2530
21/10/2013,15:10:21,17.368,58.700,9.2,21.103,0.1281,0.2538
21/10/2013,16:10:22,14.098,62.300,7.0,17.534,0.1281,0.2538
21/10/2013,17:10:23,14.577,65.300,8.2,16.511,0.1259,0.2530
21/10/2013,18:10:24,12.727,68.400,7.1,14.194,0.1238,0.2523
21/10/2013,19:10:25,11.467,75.200,7.2,12.171,0.1230,0.2530
21/10/2013,20:10:26,10.149,81.300,7.1,10.492,0.1230,0.2530
21/10/2013,21:10:27,9.435,86.200,7.3,9.657,0.1216,0.2523
21/10/2013,22:10:28,9.262,93.000,8.2,9.386,0.1209,0.2516
21/10/2013,23:10:29,9.064,94.100,8.2,9.015,0.1209,0.2516
22/10/2013,00:10:30,9.485,84.400,7.0,8.643,0.1209,0.2516
22/10/2013,01:10:31,9.262,83.600,6.6,8.469,0.1209,0.2516
22/10/2013,02:10:32,8.965,84.900,6.6,8.245,0.1194,0.2516
22/10/2013,03:10:33,9.089,90.600,7.6,8.270,0.1201,0.2516
22/10/2013,04:10:34,8.792,94.800,8.0,8.245,0.1194,0.2509
22/10/2013,05:10:35,8.419,96.700,7.9,7.970,0.1194,0.2509
22/10/2013,06:10:36,8.817,97.600,8.5,8.045,0.1201,0.2516
22/10/2013,07:10:37,9.485,96.800,9.0,8.494,0.1201,0.2509
22/10/2013,08:10:38,11.856,93.900,10.9,9.780,0.1187,0.2509
22/10/2013,09:10:39,15.270,85.300,12.8,13.161,0.1194,0.2501
22/10/2013,10:10:40,15.414,80.100,12.0,16.249,0.1216,0.2509
22/10/2013,11:10:41,15.151,88.100,13.2,15.867,0.1223,0.2516
22/10/2013,12:10:42,13.305,84.900,10.8,17.986,0.1223,0.2509
22/10/2013,13:10:43,13.088,98.500,12.9,14.385,0.1223,0.2509
22/10/2013,14:10:44,12.340,98.900,12.2,14.026,0.1223,0.2509
22/10/2013,15:10:45,11.807,100.000,11.8,12.727,0.1238,0.2509
22/10/2013,16:10:46,11.443,100.000,11.5,11.880,0.1230,0.2509
22/10/2013,17:10:47,10.956,100.000,11.0,11.589,0.1230,0.2509
22/10/2013,18:10:48,11.005,100.000,11.0,10.956,0.2116,0.2908
22/10/2013,19:10:49,11.005,100.000,11.0,10.932,0.2051,0.2930
22/10/2013,20:10:50,11.053,100.000,11.1,10.956,0.2153,0.2974
22/10/2013,21:10:51,10.761,100.000,10.8,10.907,0.2102,0.2966
22/10/2013,22:10:52,10.247,100.000,10.3,10.467,0.1993,0.2937
22/10/2013,23:10:53,9.977,100.000,10.0,10.100,0.1920,0.2894
23/10/2013,00:10:54,9.139,100.000,9.1,9.780,0.1891,0.2879
23/10/2013,01:10:55,7.895,99.800,7.9,8.866,0.1855,0.2850
23/10/2013,02:10:56,7.217,98.200,7.0,7.820,0.2022,0.2843
23/10/2013,03:10:57,7.293,99.000,7.2,7.519,0.2037,0.2828
23/10/2013,04:10:58,6.357,98.800,6.2,7.142,0.2022,0.2814
23/10/2013,05:10:59,5.821,99.800,5.8,6.611,0.2008,0.2814
23/10/2013,06:11:00,5.745,100.000,5.7,6.255,0.2008,0.2770
23/10/2013,07:11:01,5.360,100.000,5.4,5.745,0.2044,0.2785
23/10/2013,08:11:02,6.051,100.000,6.1,6.357,0.2051,0.2785
23/10/2013,09:11:03,6.408,100.000,6.4,7.368,0.2051,0.2806
23/10/2013,10:11:04,6.484,100.000,6.5,7.945,0.2037,0.2799
23/10/2013,11:11:05,6.965,100.000,7.0,8.866,0.2029,0.2806
23/10/2013,12:11:06,7.544,100.000,7.6,9.534,0.2037,0.2792
23/10/2013,13:11:07,8.120,100.000,8.1,9.756,0.2022,0.2799
23/10/2013,14:11:08,8.369,100.000,8.4,10.320,0.2022,0.2770
23/10/2013,15:11:09,8.195,100.000,8.2,10.001,0.2037,0.2777
23/10/2013,16:11:10,7.745,100.000,7.8,10.001,0.2080,0.2792
23/10/2013,17:11:11,6.737,100.000,6.7,8.618,0.2102,0.2814
23/10/2013,18:11:12,5.693,100.000,5.7,7.393,0.2116,0.2821
23/10/2013,19:11:13,4.973,100.000,5.0,6.281,0.2102,0.2799
23/10/2013,20:11:14,4.428,100.000,4.4,5.360,0.2146,0.2821
23/10/2013,21:11:15,4.220,100.000,4.2,5.076,0.2465,0.2930
23/10/2013,22:11:16,3.643,100.000,3.6,4.636,0.2313,0.2959
23/10/2013,23:11:17,2.956,100.000,3.0,3.958,0.2233,0.2908
24/10/2013,00:11:18,2.423,100.000,2.4,3.354,0.2189,0.2901
24/10/2013,01:11:19,2.021,100.000,2.0,2.690,0.2182,0.2886
24/10/2013,02:11:20,1.289,100.000,1.3,2.262,0.2138,0.2865
24/10/2013,03:11:21,1.153,100.000,1.1,1.805,0.2124,0.2865
24/10/2013,04:11:22,0.632,99.400,0.5,1.480,0.2109,0.2857
24/10/2013,05:11:23,0.660,99.400,0.6,0.907,0.2102,0.2828
24/10/2013,06:11:24,0.273,98.600,0.1,1.017,0.2087,0.2821
24/10/2013,07:11:25,0.024,97.000,-0.4,1.099,0.2087,0.2836
24/10/2013,08:11:26,0.273,96.700,-0.2,1.289,0.2066,0.2821
24/10/2013,09:11:27,1.126,97.500,0.8,2.101,0.2058,0.2806
24/10/2013,10:11:28,1.994,98.100,1.7,4.792,0.2087,0.2814
24/10/2013,11:11:29,5.539,98.900,5.4,9.064,0.2087,0.2821
24/10/2013,12:11:30,5.308,96.700,4.8,11.419,0.2087,0.2814
24/10/2013,13:11:31,7.645,96.000,7.1,13.401,0.2073,0.2814
24/10/2013,14:11:32,6.661,90.600,5.2,12.630,0.2073,0.2814
24/10/2013,15:11:33,6.051,85.400,3.8,12.025,0.2066,0.2814
24/10/2013,16:11:34,5.257,82.000,2.4,10.761,0.2029,0.2792
24/10/2013,17:11:35,4.298,78.900,1.0,8.891,0.2029,0.2777
24/10/2013,18:11:36,2.047,80.800,-0.9,6.433,0.2008,0.2770
24/10/2013,19:11:37,0.742,84.600,-1.6,3.722,0.1986,0.2763
24/10/2013,20:11:38,0.218,88.300,-1.5,2.316,0.1964,0.2741
24/10/2013,21:11:39,-0.032,89.700,-1.5,1.615,0.1949,0.2727
24/10/2013,22:11:40,-0.479,90.100,-1.9,1.099,0.1964,0.2734
24/10/2013,23:11:41,-0.479,90.200,-1.9,0.880,0.1949,0.2727
25/10/2013,00:11:42,-1.043,91.200,-2.3,0.218,0.1942,0.2734
25/10/2013,01:11:43,-1.157,91.400,-2.4,-0.032,0.1942,0.2727
25/10/2013,02:11:44,-1.413,90.800,-2.7,-0.227,0.1928,0.2719
25/10/2013,03:11:45,-1.670,88.900,-3.3,-0.395,0.1928,0.2719
25/10/2013,04:11:46,-1.842,88.100,-3.6,-0.507,0.1920,0.2712
25/10/2013,05:11:47,-1.727,83.700,-4.1,-0.563,0.1913,0.2705
25/10/2013,06:11:48,-1.613,80.600,-4.5,-0.535,0.1906,0.2698
25/10/2013,07:11:49,-0.311,75.800,-4.1,-0.367,0.1899,0.2698
25/10/2013,08:11:50,2.664,71.300,-2.0,0.051,0.1899,0.2690
25/10/2013,09:11:51,5.179,67.500,-0.3,1.643,0.1899,0.2683
25/10/2013,10:11:52,6.940,65.200,0.9,6.153,0.1913,0.2676
25/10/2013,11:11:53,8.494,63.400,2.0,10.638,0.1920,0.2676
25/10/2013,12:11:54,9.336,66.200,3.4,17.653,0.1928,0.2676
25/10/2013,13:11:55,9.139,65.000,2.9,18.295,0.1935,0.2683
25/10/2013,14:11:56,9.163,68.000,3.6,14.026,0.1935,0.2683
25/10/2013,15:11:57,4.844,72.000,0.2,10.834,0.1920,0.2676
25/10/2013,16:11:58,4.194,80.400,1.1,7.569,0.1906,0.2668
25/10/2013,17:11:59,4.141,82.700,1.5,7.015,0.1891,0.2668
25/10/2013,18:12:00,3.168,84.400,0.8,5.949,0.1884,0.2668
25/10/2013,19:12:01,2.450,88.400,0.7,4.428,0.1870,0.2668
25/10/2013,20:12:02,1.398,91.200,0.1,2.956,0.1855,0.2654
25/10/2013,21:12:03,1.534,93.300,0.6,2.610,0.1855,0.2661
25/10/2013,22:12:04,1.588,93.600,0.7,2.637,0.1848,0.2647
25/10/2013,23:12:05,1.262,95.000,0.5,2.209,0.1840,0.2647
26/10/2013,00:12:06,1.126,96.300,0.6,1.994,0.1833,0.2647
26/10/2013,01:12:07,1.126,97.600,0.8,1.886,0.1840,0.2639
26/10/2013,02:12:08,0.770,98.000,0.5,1.670,0.1833,0.2639
26/10/2013,03:12:09,0.384,97.900,0.1,1.208,0.1833,0.2639
26/10/2013,04:12:10,-0.143,96.400,-0.7,0.467,0.1819,0.2632
26/10/2013,05:12:11,-0.395,96.000,-1.0,0.190,0.1819,0.2625
26/10/2013,06:12:12,-0.507,95.100,-1.2,-0.004,0.1819,0.2625
26/10/2013,07:12:13,1.805,93.900,0.9,0.467,0.1811,0.2625
26/10/2013,08:12:14,4.792,83.800,2.3,2.155,0.1819,0.2625
26/10/2013,09:12:15,8.519,72.400,3.8,5.488,0.1811,0.2625
26/10/2013,10:12:16,12.195,61.800,5.1,11.175,0.1819,0.2618
26/10/2013,11:12:17,14.170,54.800,5.2,15.963,0.1826,0.2610
26/10/2013,12:12:18,15.199,57.200,6.8,24.171,0.1840,0.2618
26/10/2013,13:12:19,17.225,57.600,8.8,23.641,0.1840,0.2618
26/10/2013,14:12:20,16.034,51.200,6.0,23.328,0.1848,0.2610
26/10/2013,15:12:21,15.509,57.400,7.1,19.674,0.1862,0.2632
26/10/2013,16:12:22,11.832,59.800,4.3,16.606,0.1833,0.2610
26/10/2013,17:12:23,8.145,71.100,3.2,11.856,0.1819,0.2618
26/10/2013,18:12:24,6.813,76.900,3.1,9.040,0.1804,0.2618
26/10/2013,19:12:25,5.076,82.300,2.3,6.813,0.1782,0.2610
26/10/2013,20:12:26,3.749,88.200,2.0,5.282,0.1768,0.2603
26/10/2013,21:12:27,3.274,87.500,1.4,4.141,0.1761,0.2596
26/10/2013,22:12:28,2.128,86.100,0.0,3.274,0.1761,0.2596
26/10/2013,23:12:29,0.934,82.700,-1.7,1.886,0.1746,0.2589
27/10/2013,00:12:30,0.577,84.200,-1.8,1.180,0.1739,0.2589
27/10/2013,01:12:31,0.412,86.600,-1.6,1.071,0.1739,0.2581
27/10/2013,02:12:32,-0.255,84.400,-2.6,0.439,0.1732,0.2581
27/10/2013,03:12:33,-0.732,83.400,-3.2,-0.004,0.1717,0.2574
27/10/2013,04:12:34,-1.441,80.700,-4.3,-0.367,0.1717,0.2567
27/10/2013,05:12:35,-1.842,79.500,-4.9,-0.704,0.1710,0.2567
27/10/2013,06:12:36,-1.900,79.900,-4.9,-0.873,0.1702,0.2567
27/10/2013,07:12:37,0.218,87.900,-1.6,-0.227,0.1710,0.2574
27/10/2013,08:12:38,6.000,91.000,4.6,1.913,0.1710,0.2560
27/10/2013,09:12:39,10.516,71.400,5.6,6.636,0.1710,0.2567
27/10/2013,10:12:40,14.122,58.200,6.0,12.871,0.1717,0.2567
27/10/2013,11:12:41,17.439,52.400,7.6,20.365,0.1732,0.2560
27/10/2013,12:12:42,16.177,59.000,8.2,24.460,0.1746,0.2560
27/10/2013,13:12:43,13.522,64.500,7.0,17.201,0.1746,0.2567
27/10/2013,14:12:44,12.195,69.400,6.8,13.954,0.1746,0.2567
27/10/2013,15:12:45,10.100,73.800,5.6,12.437,0.1746,0.2581
27/10/2013,16:12:46,12.654,73.500,8.1,11.565,0.1732,0.2567
27/10/2013,17:12:47,12.847,65.900,6.6,13.690,0.1739,0.2560
27/10/2013,18:12:48,9.188,74.300,4.9,11.151,0.1732,0.2560
27/10/2013,19:12:49,7.393,83.300,4.8,8.767,0.1717,0.2560
27/10/2013,20:12:50,5.745,87.300,3.8,6.864,0.1710,0.2560
27/10/2013,21:12:51,5.642,89.800,4.1,5.975,0.1710,0.2560
27/10/2013,22:12:52,4.376,88.100,2.6,4.921,0.1695,0.2560
27/10/2013,23:12:53,4.584,91.600,3.3,4.636,0.1688,0.2552
28/10/2013,00:12:54,3.985,92.200,2.8,4.324,0.1688,0.2552
28/10/2013,01:12:55,3.932,92.900,2.9,4.115,0.1681,0.2552
28/10/2013,02:12:56,4.063,94.100,3.2,4.246,0.1673,0.2545
28/10/2013,03:12:57,3.380,93.600,2.4,3.958,0.1673,0.2538
28/10/2013,04:12:58,3.327,95.600,2.7,3.459,0.1666,0.2538
28/10/2013,05:12:59,3.142,96.500,2.6,3.195,0.1666,0.2545
28/10/2013,06:13:00,2.903,96.500,2.4,3.116,0.1666,0.2538
28/10/2013,07:13:01,4.194,96.000,3.6,4.063,0.1659,0.2538
28/10/2013,08:13:02,5.539,91.100,4.2,5.642,0.1659,0.2538
28/10/2013,09:13:03,9.583,78.700,6.1,7.645,0.1666,0.2545
28/10/2013,10:13:04,8.519,72.300,3.8,10.565,0.1673,0.2538
28/10/2013,11:13:05,8.394,76.000,4.4,11.637,0.1681,0.2538
28/10/2013,12:13:06,5.693,94.100,4.8,8.095,0.1681,0.2545
28/10/2013,13:13:07,9.361,99.600,9.3,9.829,0.1681,0.2545
28/10/2013,14:13:08,10.541,96.400,10.0,13.209,0.1695,0.2545
28/10/2013,15:13:09,13.137,82.500,10.2,17.724,0.1724,0.2545
28/10/2013,16:13:10,14.290,72.000,9.3,17.249,0.1753,0.2552
28/10/2013,17:13:11,13.281,71.000,8.1,14.314,0.1739,0.2552
28/10/2013,18:13:12,11.078,69.700,5.8,11.394,0.1710,0.2545
28/10/2013,19:13:13,9.040,77.400,5.3,9.780,0.1688,0.2552
28/10/2013,20:13:14,7.970,90.100,6.5,8.593,0.1673,0.2545
28/10/2013,21:13:15,6.636,92.100,5.5,7.444,0.1659,0.2538
28/10/2013,22:13:16,5.872,93.000,4.8,6.306,0.1652,0.2538
28/10/2013,23:13:17,5.616,94.000,4.7,5.898,0.1652,0.2538
29/10/2013,00:13:18,5.360,95.000,4.6,5.565,0.1652,0.2530
29/10/2013,01:13:19,5.898,98.300,5.7,6.204,0.1637,0.2523
29/10/2013,02:13:20,5.462,98.900,5.3,6.382,0.1637,0.2523
29/10/2013,03:13:21,5.050,99.000,4.9,6.153,0.1630,0.2523
29/10/2013,04:13:22,4.999,99.300,4.9,5.975,0.1630,0.2523
29/10/2013,05:13:23,4.688,99.100,4.6,5.770,0.1630,0.2516
29/10/2013,06:13:24,4.350,99.100,4.2,5.488,0.1630,0.2516
29/10/2013,07:13:25,4.115,99.100,4.0,5.334,0.1637,0.2523
29/10/2013,08:13:26,4.324,99.400,4.2,5.745,0.1630,0.2516
29/10/2013,09:13:27,5.488,99.600,5.4,6.636,0.1637,0.2516
29/10/2013,10:13:28,7.318,98.900,7.2,9.064,0.1644,0.2523
29/10/2013,11:13:29,9.163,92.500,8.0,12.098,0.1652,0.2523
29/10/2013,12:13:30,13.858,81.000,10.7,20.222,0.1681,0.2523
29/10/2013,13:13:31,18.224,65.700,11.7,26.304,0.1702,0.2523
29/10/2013,14:13:32,18.604,54.600,9.3,27.776,0.1739,0.2530
29/10/2013,15:13:33,16.773,55.300,7.8,26.085,0.1724,0.2530
29/10/2013,16:13:34,16.177,55.000,7.1,21.748,0.1717,0.2523
29/10/2013,17:13:35,14.002,54.300,4.9,16.749,0.1688,0.2523
29/10/2013,18:13:36,10.883,57.700,2.9,14.601,0.1666,0.2523
29/10/2013,19:13:37,6.357,69.700,1.2,10.785,0.1659,0.2538
29/10/2013,20:13:38,3.880,81.200,1.0,7.745,0.1623,0.2516
29/10/2013,21:13:39,3.827,88.100,2.0,6.357,0.1623,0.2516
29/10/2013,22:13:40,3.433,90.300,2.0,6.204,0.1601,0.2501
29/10/2013,23:13:41,3.221,90.700,1.8,5.616,0.1601,0.2501
30/10/2013,00:13:42,2.236,90.200,0.8,4.999,0.1594,0.2494
30/10/2013,01:13:43,1.967,89.300,0.4,3.617,0.1586,0.2501
30/10/2013,02:13:44,0.934,83.600,-1.5,2.289,0.1579,0.2494
30/10/2013,03:13:45,0.163,80.300,-2.8,1.344,0.1579,0.2494
30/10/2013,04:13:46,-0.367,79.300,-3.5,0.632,0.1557,0.2472
30/10/2013,05:13:47,-1.100,78.300,-4.4,0.024,0.1550,0.2472
30/10/2013,06:13:48,-1.043,80.300,-4.0,-0.283,0.1550,0.2472
30/10/2013,07:13:49,1.317,85.500,-0.8,0.605,0.1557,0.2480
30/10/2013,08:13:50,7.318,75.000,3.2,3.617,0.1557,0.2480
30/10/2013,09:13:51,12.920,58.600,5.0,8.369,0.1579,0.2494
30/10/2013,10:13:52,16.987,53.600,7.5,15.031,0.1579,0.2494
30/10/2013,11:13:53,19.032,46.200,7.2,20.007,0.1586,0.2480
30/10/2013,12:13:54,18.699,46.800,7.1,29.916,0.1601,0.2480
30/10/2013,13:13:55,20.507,42.100,7.2,30.394,0.1586,0.2465
30/10/2013,14:13:56,21.437,39.900,7.3,30.041,0.1601,0.2472
30/10/2013,15:13:57,20.341,41.700,6.9,28.692,0.1601,0.2472
30/10/2013,16:13:58,17.391,45.600,5.5,21.223,0.1594,0.2480
30/10/2013,17:13:59,18.366,48.100,7.2,17.701,0.1572,0.2487
30/10/2013,18:14:00,14.242,53.100,4.8,14.433,0.1514,0.2472
30/10/2013,19:14:01,11.759,63.300,5.0,12.461,0.1506,0.2480
30/10/2013,20:14:02,8.618,74.600,4.4,9.583,0.1485,0.2472
30/10/2013,21:14:03,5.872,76.100,2.0,6.864,0.1463,0.2458
30/10/2013,22:14:04,4.246,77.800,0.7,5.282,0.1456,0.2451
30/10/2013,23:14:05,2.823,76.600,-0.9,3.827,0.1441,0.2443
31/10/2013,00:14:06,2.101,78.200,-1.3,3.063,0.1441,0.2451
31/10/2013,01:14:07,2.236,81.600,-0.6,2.637,0.1426,0.2436
31/10/2013,02:14:08,3.564,92.500,2.5,4.376,0.1419,0.2429
31/10/2013,03:14:09,2.423,89.100,0.8,3.142,0.1419,0.2436
31/10/2013,04:14:10,1.344,84.400,-1.0,2.128,0.1412,0.2429
31/10/2013,05:14:11,0.495,81.500,-2.3,1.262,0.1405,0.2429
31/10/2013,06:14:12,0.024,82.600,-2.6,0.797,0.1397,0.2422
31/10/2013,07:14:13,2.903,91.600,1.7,2.155,0.1397,0.2422
31/10/2013,08:14:14,10.320,88.500,8.5,5.514,0.1405,0.2429
31/10/2013,09:14:15,14.529,60.700,7.0,9.485,0.1405,0.2429
31/10/2013,10:14:16,16.844,50.200,6.4,15.414,0.1405,0.2422
31/10/2013,11:14:17,19.508,48.700,8.4,21.318,0.1419,0.2422
31/10/2013,12:14:18,18.985,49.300,8.1,31.893,0.1426,0.2414
31/10/2013,13:14:19,25.331,55.300,15.7,34.889,0.1448,0.2414
31/10/2013,14:14:20,22.705,57.200,13.8,30.900,0.1463,0.2429
31/10/2013,15:14:21,19.532,60.100,11.6,26.036,0.1448,0.2436
31/10/2013,16:14:22,14.984,68.100,9.2,18.699,0.1426,0.2429
31/10/2013,17:14:23,13.570,74.700,9.2,16.058,0.1412,0.2429
31/10/2013,18:14:24,12.122,76.400,8.1,13.377,0.1405,0.2436
31/10/2013,19:14:25,11.394,76.600,7.4,12.340,0.1390,0.2436
31/10/2013,20:14:26,7.945,77.700,4.3,8.668,0.1354,0.2422
31/10/2013,21:14:27,5.949,79.300,2.6,6.585,0.1354,0.2422
31/10/2013,22:14:28,4.766,79.800,1.6,5.231,0.1347,0.2422
31/10/2013,23:14:29,4.115,81.800,1.3,4.506,0.1354,0.2429
01/11/2013,00:14:30,3.564,82.900,0.9,3.985,0.1332,0.2407
01/11/2013,01:14:31,3.168,83.900,0.7,3.485,0.1318,0.2400
01/11/2013,02:14:32,2.930,85.500,0.7,3.274,0.1310,0.2400
01/11/2013,03:14:33,2.343,84.500,0.0,2.770,0.1310,0.2400
01/11/2013,04:14:34,2.396,86.200,0.3,2.503,0.1310,0.2400
01/11/2013,05:14:35,3.009,90.400,1.6,2.797,0.1296,0.2392
01/11/2013,06:14:36,4.532,96.400,4.0,3.958,0.1296,0.2392
01/11/2013,07:14:37,7.192,97.000,6.8,5.076,0.1296,0.2392
01/11/2013,08:14:38,11.078,87.600,9.1,8.045,0.1303,0.2400
01/11/2013,09:14:39,13.497,72.700,8.7,11.248,0.1303,0.2400
01/11/2013,10:14:40,15.581,67.200,9.5,16.558,0.1310,0.2392
01/11/2013,11:14:41,16.820,63.300,9.8,20.889,0.1325,0.2385
01/11/2013,12:14:42,17.867,60.600,10.2,31.868,0.1339,0.2385
01/11/2013,13:14:43,18.985,54.600,9.7,30.950,0.1339,0.2392
01/11/2013,14:14:44,20.484,49.400,9.5,31.535,0.1368,0.2407
01/11/2013,15:14:45,20.365,48.700,9.2,29.590,0.1347,0.2407
01/11/2013,16:14:46,17.891,48.800,7.0,22.489,0.1303,0.2400
01/11/2013,17:14:47,17.558,50.900,7.3,18.200,0.1281,0.2407
01/11/2013,18:14:48,13.738,54.600,4.8,14.768,0.1245,0.2400
01/11/2013,19:14:49,10.492,65.200,4.2,12.243,0.1209,0.2392
01/11/2013,20:14:50,8.543,77.900,4.9,9.410,0.1194,0.2385
01/11/2013,21:14:51,7.419,80.500,4.3,7.795,0.1187,0.2392
01/11/2013,22:14:52,7.091,80.300,3.9,6.687,0.1180,0.2392
01/11/2013,23:14:53,6.864,77.100,3.1,6.889,0.1165,0.2385
02/11/2013,00:14:54,7.116,65.000,1.0,6.712,0.1165,0.2378
02/11/2013,01:14:55,6.636,61.100,-0.3,6.458,0.1150,0.2378
02/11/2013,02:14:56,6.484,62.700,-0.1,6.026,0.1158,0.2385
02/11/2013,03:14:57,6.331,63.800,-0.0,5.975,0.1143,0.2371
02/11/2013,04:14:58,6.255,62.400,-0.4,5.668,0.1136,0.2363
02/11/2013,05:14:59,6.611,58.400,-1.0,6.051,0.1136,0.2363
02/11/2013,06:15:00,6.585,57.000,-1.3,6.153,0.1129,0.2363
02/11/2013,07:15:01,9.114,56.200,0.9,7.142,0.1121,0.2363
02/11/2013,08:15:02,8.717,55.500,0.3,8.990,0.1114,0.2356
02/11/2013,09:15:03,9.608,56.400,1.4,10.222,0.1107,0.2349
02/11/2013,10:15:04,12.098,54.900,3.3,12.389,0.1100,0.2356
02/11/2013,11:15:05,15.151,48.600,4.4,17.653,0.1107,0.2342
02/11/2013,12:15:06,15.605,43.500,3.2,28.048,0.1107,0.2342
02/11/2013,13:15:07,17.724,40.700,4.2,28.766,0.1114,0.2342
02/11/2013,14:15:08,18.509,37.600,3.8,29.340,0.1121,0.2342
02/11/2013,15:15:09,17.724,41.300,4.4,27.727,0.1107,0.2342
02/11/2013,16:15:10,16.987,42.800,4.3,21.390,0.1078,0.2342
02/11/2013,17:15:11,16.249,44.900,4.3,17.962,0.1049,0.2342
02/11/2013,18:15:12,13.401,51.400,3.6,14.457,0.1027,0.2349
