Date,"Time, GMT+10:00","Rain, mm (SEN S/N: 668163, LBL: Rain)",,"Temp, ÁC (SEN S/N: 684639, LBL: Temp (10cm))","Temp, ÁC (SEN S/N: 9824744, LBL: Temp (5cm))","Temp, ÁC (SEN S/N: 2279300, LBL: Temp (Surface))","Temp, ÁC (SEN S/N: 2429935, LBL: Ambient Temp)","RH, % (SEN S/N: 2429935, LBL: RH)","DewPt, ÁC (SEN S/N: 2429935)","PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 2282103)","Gust Speed, m/s (SEN S/N: 2282103)",,"Water Content, m?/m? (SEN S/N: 2282783)"
23/09/11,15:00:00,0,,7.393,11.759,20.412,-91.857,1,-112.5,-888.9,3.05,7.61,,0.1408
23/09/11,16:00:00,0,,7.795,11.516,17.915,-91.857,1,-112.5,-888.9,3.05,6.09,,0.1403
23/09/11,17:00:00,0,,7.97,10.785,14.314,-91.857,1,-112.5,-888.9,1.9,5.33,,0.1408
23/09/11,18:00:00,0,,7.945,9.977,10.81,-64.713,1,-92.9,-888.9,1.52,4.57,,0.1408
23/09/11,19:00:00,0,,7.82,8.99,8.344,-66.439,1,-94.1,-888.9,1.9,3.81,,0.1408
23/09/11,20:00:00,0,,7.569,8.12,7.318,-64.308,1,-92.6,-888.9,1.9,3.81,,0.1408
23/09/11,21:00:00,0,,7.318,7.469,6.484,-37.821,1,-74.5,-888.9,1.9,3.43,,0.1403
23/09/11,22:00:00,0,,7.066,6.94,5.77,-33.614,1,-71.7,-888.9,1.9,3.81,,0.1403
23/09/11,23:00:00,0,,6.839,6.484,5.102,-89.421,1,-110.7,-888.9,1.9,4.57,,0.1403
24/09/11,00:00:00,0,,6.585,6.077,4.688,-91.857,1,-112.5,-888.9,0.38,3.05,,0.1408
24/09/11,01:00:00,0,,6.382,5.745,4.298,-91.857,1,-112.5,-888.9,0,0,,0.1403
24/09/11,02:00:00,0,,6.179,5.437,3.985,-91.857,1,-112.5,-888.9,0,0,,0.1403
24/09/11,03:00:00,0,,6,5.179,3.67,-91.857,1,-112.5,-888.9,0,0,,0.1403
24/09/11,04:00:00,0,,5.821,4.973,3.406,-91.857,1,-112.5,-888.9,0,0,,0.1403
24/09/11,05:00:00,0,,5.642,4.766,3.274,-91.857,1,-112.5,-888.9,0,0,,0.1403
24/09/11,06:00:00,0,,5.514,4.61,3.063,-91.857,1,-112.5,-888.9,0,0,,0.1403
24/09/11,07:00:00,0,,5.36,4.402,2.983,-91.857,1,-112.5,-888.9,0,0,,0.1403
24/09/11,08:00:00,0,,5.231,4.298,3.932,-91.857,1,-112.5,-888.9,0,0,,0.1403
24/09/11,09:00:00,0.25,,5.154,4.506,5.77,-22.678,1,-64.5,-888.9,0,2.28,,0.1403
24/09/11,10:00:00,0.25,,5.154,5.024,7.97,-34.017,1,-71.9,-888.9,0.76,3.81,,0.1399
24/09/11,11:00:00,0,,5.334,6,12.823,-56.212,1,-87,-888.9,1.14,4.57,,0.1395
24/09/11,12:00:00,0,,5.719,7.845,17.677,-91.857,1,-112.5,-888.9,1.52,4.95,,0.1391
24/09/11,13:00:00,0,,6.331,9.558,20.031,-91.857,1,-112.5,-888.9,2.28,6.09,,0.1386
24/09/11,14:00:00,0,,6.99,10.541,19.936,-91.857,1,-112.5,-888.9,3.05,6.47,,0.1386
24/09/11,15:00:00,0,,7.469,10.687,17.819,-91.857,1,-112.5,-888.9,3.81,8.38,,0.1386
24/09/11,16:00:00,0,,7.72,10.124,14.409,-91.857,1,-112.5,-888.9,4.57,8.38,,0.1382
24/09/11,17:00:00,0,,7.745,9.312,10.565,-91.857,1,-112.5,-888.9,3.81,7.23,,0.1386
24/09/11,18:00:00,0,,7.619,8.344,7.469,-77.111,1,-101.7,-888.9,4.19,7.61,,0.1386
24/09/11,19:00:00,0,,7.343,7.318,5.77,-87.363,1,-109.2,-888.9,4.57,8.38,,0.1386
24/09/11,20:00:00,0,,7.041,6.509,4.454,-91.857,1,-112.5,-888.9,5.33,9.52,,0.1391
24/09/11,21:00:00,0,,6.712,5.821,3.485,-89.421,1,-110.7,-888.9,5.33,9.52,,0.1391
24/09/11,22:00:00,0,,6.408,5.257,2.93,-91.857,1,-112.5,-888.9,4.19,8.38,,0.1391
24/09/11,23:00:00,0,,6.102,4.766,1.913,-91.857,1,-112.5,-888.9,6.09,9.9,,0.1391
25/09/11,00:00:00,0,,5.821,4.298,1.561,-91.857,1,-112.5,-888.9,5.71,9.9,,0.1395
25/09/11,01:00:00,0,,5.565,3.932,0.797,-91.857,1,-112.5,-888.9,6.47,10.28,,0.1395
25/09/11,02:00:00,0,,5.308,3.591,0.605,-82.596,1,-105.7,-888.9,6.09,10.66,,0.1399
25/09/11,03:00:00,0,,5.076,3.354,0.77,-84.007,1,-106.7,-888.9,6.09,11.04,,0.1399
25/09/11,04:00:00,0,,4.869,3.195,0.88,-82.596,1,-105.7,-888.9,5.71,11.04,,0.1395
25/09/11,05:00:00,0,,4.688,3.089,0.88,-82.596,1,-105.7,-888.9,5.71,11.42,,0.1399
25/09/11,06:00:00,0,,4.532,2.983,0.88,-82.596,1,-105.7,-888.9,5.71,9.52,,0.1395
25/09/11,07:00:00,0,,4.402,2.877,0.852,-79.06,1,-103.1,-888.9,5.71,9.9,,0.1395
25/09/11,08:00:00,0,,4.272,2.77,1.18,-70.572,1,-97,-888.9,4.95,8.76,,0.1395
25/09/11,09:00:00,0,,4.168,2.77,2.128,-63.151,1,-91.8,-888.9,4.19,8.76,,0.1395
25/09/11,10:00:00,0,,4.115,3.089,4.22,-35.271,1,-72.8,-888.9,4.57,9.14,,0.1391
25/09/11,11:00:00,0,,4.168,3.854,9.608,-44.072,1,-78.7,-888.9,2.28,7.61,,0.1382
25/09/11,12:00:00,0,,4.48,5.745,15.533,-89.421,1,-110.7,-888.9,2.66,6.85,,0.1382
25/09/11,13:00:00,0,,5.076,7.619,18.129,-91.857,1,-112.5,-888.9,2.66,6.85,,0.1378
25/09/11,14:00:00,0,,5.745,8.866,19.222,-91.857,1,-112.5,-888.9,3.05,7.61,,0.1374
25/09/11,15:00:00,0,,6.306,9.435,18.366,-91.857,1,-112.5,-888.9,2.66,6.09,,0.137
25/09/11,16:00:00,0,,6.712,9.312,15.676,-91.857,1,-112.5,-888.9,3.05,6.09,,0.137
25/09/11,17:00:00,0,,6.889,8.717,11.783,-91.857,1,-112.5,-888.9,2.66,5.33,,0.137
25/09/11,18:00:00,0,,6.864,7.87,7.544,-91.857,1,-112.5,-888.9,2.28,5.33,,0.137
25/09/11,19:00:00,0,,6.687,6.864,5.102,-75.392,1,-100.5,-888.9,1.14,4.19,,0.1374
25/09/11,20:00:00,0,,6.408,5.975,3.485,-68.371,1,-95.5,-888.9,0.38,3.05,,0.137
25/09/11,21:00:00,0,,6.128,5.257,2.637,-91.857,1,-112.5,-888.9,0.76,2.66,,0.1374
25/09/11,22:00:00,0,,5.847,4.74,1.94,-71.175,1,-97.5,-888.9,0.76,3.81,,0.1374
25/09/11,23:00:00,0,,5.565,4.272,1.805,-84.007,1,-106.7,-888.9,3.05,5.71,,0.1374
26/09/11,00:00:00,0,,5.334,4.011,1.67,-80.143,1,-103.9,-888.9,3.05,5.71,,0.1378
26/09/11,01:00:00,0,,5.128,3.801,1.48,-84.007,1,-106.7,-888.9,3.43,6.09,,0.1378
26/09/11,02:00:00,0,,4.947,3.591,1.262,-84.007,1,-106.7,-888.9,3.05,6.47,,0.1378
26/09/11,03:00:00,0,,4.766,3.38,1.017,-76.227,1,-101.1,-888.9,2.66,6.09,,0.1378
26/09/11,04:00:00,0,,4.61,3.195,0.742,-68.893,1,-95.9,-888.9,1.9,3.81,,0.1378
26/09/11,05:00:00,0,,4.454,3.009,0.384,-91.857,1,-112.5,-888.9,1.52,3.43,,0.1378
26/09/11,06:00:00,0,,4.298,2.823,0.051,-91.857,1,-112.5,-888.9,1.9,3.43,,0.1378
26/09/11,07:00:00,0,,4.141,2.637,0.079,-91.857,1,-112.5,-888.9,2.28,3.81,,0.1378
26/09/11,08:00:00,0,,4.011,2.477,0.577,-91.857,1,-112.5,-888.9,2.28,3.81,,0.1378
26/09/11,09:00:00,0,,3.906,2.823,3.564,-91.857,1,-112.5,-888.9,0.76,3.05,,0.1374
26/09/11,10:00:00,0,,4.063,4.376,9.336,-91.857,1,-112.5,-888.9,0.76,4.57,,0.1365
26/09/11,11:00:00,0,,4.506,6.331,14.481,-91.857,1,-112.5,-888.9,1.14,4.19,,0.1361
26/09/11,12:00:00,0,,5.154,8.295,18.723,-91.857,1,-112.5,-888.9,1.52,6.85,,0.1353
26/09/11,13:00:00,0,,5.924,9.903,19.865,-91.857,1,-112.5,-888.9,2.66,7.23,,0.1348
26/09/11,14:00:00,0,,6.636,10.932,19.651,-91.857,1,-112.5,-888.9,3.05,7.23,,0.1348
26/09/11,15:00:00,0,,7.217,11.151,18.414,-91.857,1,-112.5,-888.9,3.81,7.99,,0.1348
26/09/11,16:00:00,0,,7.594,10.932,16.511,-91.857,1,-112.5,-888.9,3.43,7.61,,0.1348
26/09/11,17:00:00,0,,7.77,10.296,12.098,-91.857,1,-112.5,-888.9,3.05,6.47,,0.1353
26/09/11,18:00:00,0,,7.72,9.238,8.792,-91.857,1,-112.5,-888.9,1.52,3.43,,0.1348
26/09/11,19:00:00,0,,7.519,8.17,6.128,-91.857,1,-112.5,-888.9,1.9,7.99,,0.1353
26/09/11,20:00:00,0,,7.217,7.142,4.973,-91.857,1,-112.5,-888.9,3.05,6.09,,0.1353
26/09/11,21:00:00,0,,6.889,6.382,4.141,-91.857,1,-112.5,-888.9,4.95,9.9,,0.1353
26/09/11,22:00:00,0,,6.585,5.796,3.801,-87.363,1,-109.2,-888.9,6.47,11.8,,0.1353
26/09/11,23:00:00,0,,6.306,5.437,3.617,-89.421,1,-110.7,-888.9,7.61,13.7,,0.1357
27/09/11,00:00:00,0,,6.077,5.154,3.459,-87.363,1,-109.2,-888.9,6.85,12.18,,0.1353
27/09/11,01:00:00,0,,5.898,4.973,3.38,-81.316,1,-104.8,-888.9,6.09,11.04,,0.1357
27/09/11,02:00:00,0,,5.719,4.818,3.354,-85.581,1,-107.9,-888.9,6.09,11.04,,0.1357
27/09/11,03:00:00,0,,5.591,4.688,3.221,-81.316,1,-104.8,-888.9,6.09,11.8,,0.1357
27/09/11,04:00:00,0,,5.462,4.558,3.142,-78.053,1,-102.4,-888.9,6.85,12.18,,0.1357
27/09/11,05:00:00,0,,5.334,4.428,3.036,-76.227,1,-101.1,-888.9,6.85,11.42,,0.1357
27/09/11,06:00:00,0,,5.231,4.324,2.983,-72.455,1,-98.4,-888.9,4.57,9.9,,0.1357
27/09/11,07:00:00,0,,5.128,4.246,3.195,-79.06,1,-103.1,-888.9,3.43,6.47,,0.1357
27/09/11,08:00:00,0,,5.05,4.272,3.67,-87.363,1,-109.2,-888.9,3.43,6.09,,0.1357
27/09/11,09:00:00,0,,4.999,4.402,4.636,-91.857,1,-112.5,-888.9,3.05,6.09,,0.1353
27/09/11,10:00:00,0,,5.024,4.766,6.102,-91.857,1,-112.5,-888.9,4.19,8.76,,0.1353
27/09/11,11:00:00,0,,5.128,5.231,6.484,-91.857,1,-112.5,-888.9,4.95,9.14,,0.1348
27/09/11,12:00:00,0,,5.257,5.642,7.268,-91.857,1,-112.5,-888.9,5.33,10.28,,0.1353
27/09/11,13:00:00,0,,5.411,5.949,9.114,-91.857,1,-112.5,-888.9,6.47,12.18,,0.1348
27/09/11,14:00:00,0,,5.616,6.737,10.736,-91.857,1,-112.5,-888.9,5.71,11.42,,0.1344
27/09/11,15:00:00,0,,5.924,7.419,11.734,-91.857,1,-112.5,-888.9,6.09,11.04,,0.1344
27/09/11,16:00:00,0,,6.204,7.77,11.419,-91.857,1,-112.5,-888.9,6.47,11.04,,0.134
27/09/11,17:00:00,0,,6.408,7.695,9.163,-91.857,1,-112.5,-888.9,5.71,9.52,,0.134
27/09/11,18:00:00,0,,6.458,7.167,6.661,-80.143,1,-103.9,-888.9,6.09,10.28,,0.1344
27/09/11,19:00:00,0,,6.357,6.458,5.231,-85.581,1,-107.9,-888.9,4.95,9.14,,0.1344
27/09/11,20:00:00,0,,6.153,5.872,4.714,-89.421,1,-110.7,-888.9,6.09,10.66,,0.1344
27/09/11,21:00:00,0,,5.975,5.514,4.61,-87.363,1,-109.2,-888.9,7.61,12.56,,0.1344
27/09/11,22:00:00,0,,5.821,5.334,4.532,-89.421,1,-110.7,-888.9,9.14,14.85,,0.1344
27/09/11,23:00:00,0,,5.719,5.231,4.532,-87.363,1,-109.2,-888.9,9.52,15.99,,0.134
28/09/11,00:00:00,0,,5.642,5.128,4.324,-89.421,1,-110.7,-888.9,9.14,14.85,,0.134
28/09/11,01:00:00,0,,5.539,4.999,4.194,-91.857,1,-112.5,-888.9,9.14,14.85,,0.134
28/09/11,02:00:00,0,,5.462,4.921,4.194,-91.857,1,-112.5,-888.9,9.14,15.61,,0.134
28/09/11,03:00:00,0,,5.411,4.869,4.246,-91.857,1,-112.5,-888.9,7.99,14.85,,0.134
28/09/11,04:00:00,0,,5.36,4.844,4.35,-91.857,1,-112.5,-888.9,7.99,13.7,,0.134
28/09/11,05:00:00,0,,5.308,4.844,4.141,-91.857,1,-112.5,-888.9,5.71,11.04,,0.134
28/09/11,06:00:00,0,,5.257,4.714,3.906,-91.857,1,-112.5,-888.9,7.61,12.94,,0.134
28/09/11,07:00:00,0,,5.205,4.662,4.35,-91.857,1,-112.5,-888.9,7.23,14.09,,0.134
28/09/11,08:00:00,0,,5.179,4.818,5.437,-91.857,1,-112.5,-888.9,7.99,14.85,,0.1336
28/09/11,09:00:00,0,,5.231,5.282,6.788,-91.857,1,-112.5,-888.9,9.52,17.13,,0.1336
28/09/11,10:00:00,0,,5.36,5.821,7.995,-91.857,1,-112.5,-888.9,9.52,16.37,,0.1336
28/09/11,11:00:00,0,,5.565,6.255,7.795,-91.857,1,-112.5,-888.9,12.56,21.32,,0.1331
28/09/11,12:00:00,2.29,,5.719,6.331,6.585,-51.433,1,-83.7,-888.9,11.04,19.41,,0.1331
28/09/11,13:00:00,0.25,,5.796,6.051,6.56,-42.204,1,-77.4,-888.9,8.38,14.85,,0.1344
28/09/11,14:00:00,0.76,,5.77,6,6.382,-45.703,1,-79.8,-888.9,9.52,17.13,,0.1348
28/09/11,15:00:00,3.05,,5.796,5.898,6.23,-64.713,1,-92.9,-888.9,11.8,19.8,,0.1395
28/09/11,16:00:00,1.02,,5.796,5.872,6.255,-57.236,1,-87.7,-888.9,12.56,21.7,,0.1425
28/09/11,17:00:00,0.51,,5.796,5.847,6.128,-54.102,1,-85.5,-888.9,11.42,20.56,,0.1433
28/09/11,18:00:00,0,,5.796,5.821,6.102,-38.309,1,-74.8,-888.9,11.04,19.03,,0.1437
28/09/11,19:00:00,0.25,,5.77,5.77,5.949,-40.935,1,-76.6,-888.9,9.14,16.75,,0.1437
28/09/11,20:00:00,2.54,,5.796,5.745,5.924,-66.901,1,-94.4,-888.9,9.9,18.65,,0.1654
28/09/11,21:00:00,0,,5.924,5.796,5.282,-64.308,1,-92.6,-888.9,9.9,22.08,,0.1887
28/09/11,22:00:00,0.25,,5.872,5.591,5.076,-52.414,1,-84.4,-888.9,8.38,17.13,,0.1705
28/09/11,23:00:00,0,,5.796,5.488,5.102,-48.436,1,-81.6,-888.9,9.14,16.75,,0.1637
29/09/11,00:00:00,0,,5.745,5.437,5.257,-48.436,1,-81.6,-888.9,8.38,16.75,,0.1599
29/09/11,01:00:00,0,,5.693,5.437,5.154,-48.112,1,-81.4,-888.9,8.38,17.51,,0.1586
29/09/11,02:00:00,0,,5.668,5.36,4.662,-51.625,1,-83.8,-888.9,10.66,18.65,,0.1637
29/09/11,03:00:00,0,,5.616,5.282,5.05,-49.44,1,-82.3,-888.9,10.28,19.8,,0.1611
29/09/11,04:00:00,0,,5.591,5.282,4.999,-70.572,1,-97,-888.9,7.99,14.09,,0.1688
29/09/11,05:00:00,0,,5.565,5.205,4.272,-76.227,1,-101.1,-888.9,6.09,15.61,,0.1823
29/09/11,06:00:00,0,,5.437,4.869,3.38,-78.053,1,-102.4,-888.9,6.85,17.51,,0.1879
29/09/11,07:00:00,0,,5.231,4.532,3.063,-73.138,1,-98.9,-888.9,7.61,15.23,,0.1819
29/09/11,08:00:00,0,,5.102,4.376,3.221,-79.06,1,-103.1,-888.9,9.14,17.89,,0.1785
29/09/11,09:00:00,0,,4.999,4.141,1.561,-91.857,1,-112.5,-888.9,8.76,17.13,,0.173
29/09/11,10:00:00,0.51,,4.869,3.722,1.67,-78.053,1,-102.4,-888.9,9.52,17.13,,0.1662
29/09/11,11:00:00,0.25,,4.74,3.538,1.832,-78.053,1,-102.4,-888.9,8.38,14.47,,0.1624
29/09/11,12:00:00,0.25,,4.61,3.512,2.021,-76.227,1,-101.1,-888.9,6.47,13.7,,0.1616
29/09/11,13:00:00,0,,4.532,3.459,1.67,-82.596,1,-105.7,-888.9,5.33,10.28,,0.162
29/09/11,14:00:00,0,,4.454,3.327,1.697,-89.421,1,-110.7,-888.9,4.95,9.14,,0.1611
29/09/11,15:00:00,0,,4.35,3.274,1.724,-74.603,1,-99.9,-888.9,5.71,10.28,,0.1594
29/09/11,16:00:00,0,,4.298,3.221,1.724,-78.053,1,-102.4,-888.9,5.33,9.52,,0.1586
29/09/11,17:00:00,0,,4.22,3.168,1.724,-91.857,1,-112.5,-888.9,4.95,11.42,,0.1577
29/09/11,18:00:00,0,,4.168,3.142,1.697,-91.857,1,-112.5,-888.9,6.85,13.7,,0.1569
29/09/11,19:00:00,0,,4.115,3.089,1.67,-91.857,1,-112.5,-888.9,6.85,12.18,,0.1565
29/09/11,20:00:00,0,,4.063,3.063,1.643,-91.857,1,-112.5,-888.9,5.71,11.42,,0.156
29/09/11,21:00:00,0,,4.011,3.036,1.643,-91.857,1,-112.5,-888.9,4.57,12.18,,0.1552
29/09/11,22:00:00,0,,3.958,3.009,1.643,-91.857,1,-112.5,-888.9,4.57,8.76,,0.1543
29/09/11,23:00:00,0,,3.932,2.983,1.643,-91.857,1,-112.5,-888.9,3.43,6.85,,0.1539
30/09/11,00:00:00,0,,3.88,2.956,1.643,-91.857,1,-112.5,-888.9,3.81,9.52,,0.1539
30/09/11,01:00:00,0,,3.854,2.93,1.615,-91.857,1,-112.5,-888.9,4.19,9.52,,0.1531
30/09/11,02:00:00,0,,3.801,2.903,1.615,-91.857,1,-112.5,-888.9,3.81,7.99,,0.1526
30/09/11,03:00:00,0,,3.775,2.877,1.615,-91.857,1,-112.5,-888.9,3.05,7.61,,0.1526
30/09/11,04:00:00,0,,3.749,2.877,1.615,-91.857,1,-112.5,-888.9,3.05,6.85,,0.1522
30/09/11,05:00:00,0,,3.722,2.85,1.588,-91.857,1,-112.5,-888.9,3.43,6.85,,0.1518
30/09/11,06:00:00,0,,3.696,2.85,1.588,-91.857,1,-112.5,-888.9,3.05,7.61,,0.1514
30/09/11,07:00:00,0,,3.67,2.823,1.588,-91.857,1,-112.5,-888.9,3.81,8.76,,0.151
30/09/11,08:00:00,0,,3.643,2.823,1.588,-91.857,1,-112.5,-888.9,4.19,9.52,,0.151
30/09/11,09:00:00,0,,3.617,2.797,1.588,-91.857,1,-112.5,-888.9,4.19,8.38,,0.151
30/09/11,10:00:00,0.25,,3.591,2.797,1.588,-58.606,1,-88.6,-888.9,4.19,9.52,,0.1505
30/09/11,11:00:00,3.81,,3.591,2.77,1.534,-81.316,1,-104.8,-888.9,5.33,10.28,,0.1505
30/09/11,12:00:00,0.25,,3.564,2.744,1.507,-59.186,1,-89,-888.9,4.57,9.9,,0.1501
30/09/11,13:00:00,0,,3.538,2.717,1.48,-66.439,1,-94.1,-888.9,4.95,9.14,,0.1501
30/09/11,14:00:00,0.25,,3.512,2.69,1.453,-68.371,1,-95.5,-888.9,5.33,10.66,,0.1501
30/09/11,15:00:00,0.25,,3.485,2.664,1.425,-69.433,1,-96.2,-888.9,6.09,11.42,,0.1497
30/09/11,16:00:00,0.25,,3.459,2.637,1.398,-91.857,1,-112.5,-888.9,4.57,10.28,,0.1497
30/09/11,17:00:00,0,,3.433,2.61,1.371,-91.857,1,-112.5,-888.9,5.33,10.66,,0.1497
30/09/11,18:00:00,0,,3.406,2.584,1.344,-91.857,1,-112.5,-888.9,5.71,12.18,,0.1497
30/09/11,19:00:00,0,,3.38,2.584,1.317,-91.857,1,-112.5,-888.9,5.33,11.8,,0.1497
30/09/11,20:00:00,0,,3.354,2.557,1.317,-91.857,1,-112.5,-888.9,4.95,11.42,,0.1497
30/09/11,21:00:00,0,,3.354,2.53,1.289,-91.857,1,-112.5,-888.9,5.33,11.04,,0.1493
30/09/11,22:00:00,0,,3.327,2.53,1.289,-91.857,1,-112.5,-888.9,4.19,9.9,,0.1497
30/09/11,23:00:00,0,,3.301,2.503,1.262,-91.857,1,-112.5,-888.9,3.81,7.99,,0.1493
01/10/11,00:00:00,0,,3.301,2.503,1.262,-91.857,1,-112.5,-888.9,4.19,9.9,,0.1493
01/10/11,01:00:00,0,,3.274,2.477,1.235,-91.857,1,-112.5,-888.9,3.81,7.61,,0.1493
01/10/11,02:00:00,0,,3.248,2.477,1.235,-91.857,1,-112.5,-888.9,3.43,6.09,,0.1488
01/10/11,03:00:00,0,,3.221,2.45,1.235,-91.857,1,-112.5,-888.9,2.66,5.33,,0.1488
01/10/11,04:00:00,0,,3.221,2.423,1.235,-91.857,1,-112.5,-888.9,3.05,6.09,,0.1488
01/10/11,05:00:00,0,,3.195,2.423,1.208,-91.857,1,-112.5,-888.9,1.52,4.95,,0.1488
01/10/11,06:00:00,0,,3.168,2.423,1.18,-91.857,1,-112.5,-888.9,0,0,,0.1488
01/10/11,07:00:00,0,,3.168,2.396,1.18,-91.857,1,-112.5,-888.9,0,0,,0.1488
01/10/11,08:00:00,0,,3.142,2.396,1.18,-89.421,1,-110.7,-888.9,0,0,,0.1488
01/10/11,09:00:00,0,,3.142,2.37,1.18,-64.308,1,-92.6,-888.9,0.38,3.43,,0.1488
01/10/11,10:00:00,1.78,,3.116,2.37,1.18,-64.713,1,-92.9,-888.9,1.9,4.57,,0.1484
01/10/11,11:00:00,3.3,,3.116,2.37,1.18,-56.462,1,-87.2,-888.9,2.66,6.47,,0.1484
01/10/11,12:00:00,0,,3.089,2.343,1.18,-50.868,1,-83.3,-888.9,3.05,6.85,,0.1484
01/10/11,13:00:00,0.76,,3.089,2.343,1.18,-58.323,1,-88.4,-888.9,2.66,7.99,,0.1484
01/10/11,14:00:00,0.76,,3.089,2.343,1.153,-72.455,1,-98.4,-888.9,3.81,6.85,,0.1484
01/10/11,15:00:00,0,,3.063,2.343,1.153,-59.484,1,-89.2,-888.9,4.57,6.85,,0.1484
01/10/11,16:00:00,0,,3.063,2.316,1.126,-58.894,1,-88.8,-888.9,4.57,7.61,,0.1484
01/10/11,17:00:00,0,,3.036,2.316,1.126,-91.857,1,-112.5,-888.9,4.19,8.76,,0.1484
01/10/11,18:00:00,0,,3.036,2.316,1.099,-91.857,1,-112.5,-888.9,5.33,9.52,,0.1484
01/10/11,19:00:00,0,,3.009,2.289,1.071,-91.857,1,-112.5,-888.9,6.09,9.52,,0.1484
01/10/11,20:00:00,0,,3.009,2.289,0.989,-91.857,1,-112.5,-888.9,6.47,10.28,,0.1488
01/10/11,21:00:00,0,,2.983,2.262,0.934,-91.857,1,-112.5,-888.9,7.23,12.18,,0.1488
01/10/11,22:00:00,0,,2.956,2.236,0.962,-91.857,1,-112.5,-888.9,7.23,11.04,,0.1488
01/10/11,23:00:00,0,,2.956,2.209,0.989,-91.857,1,-112.5,-888.9,5.71,9.9,,0.1488
02/10/11,00:00:00,0,,2.93,2.209,1.017,-91.857,1,-112.5,-888.9,3.81,9.9,,0.1488
02/10/11,01:00:00,0,,2.903,2.182,1.017,-91.857,1,-112.5,-888.9,0,0,,0.1488
02/10/11,02:00:00,0,,2.903,2.182,1.044,-91.857,1,-112.5,-888.9,0,0,,0.1493
02/10/11,03:00:00,0,,2.877,2.155,1.044,-91.857,1,-112.5,-888.9,0,0,,0.1488
02/10/11,04:00:00,0,,2.877,2.155,1.044,-91.857,1,-112.5,-888.9,0,0,,0.1488
02/10/11,05:00:00,0,,2.85,2.155,1.044,-91.857,1,-112.5,-888.9,0,0,,0.1488
02/10/11,06:00:00,0,,2.85,2.155,1.044,-91.857,1,-112.5,-888.9,0,0,,0.1488
02/10/11,07:00:00,0,,2.85,2.155,1.044,-91.857,1,-112.5,-888.9,0,0,,0.1488
02/10/11,08:00:00,0,,2.823,2.128,1.071,-91.857,1,-112.5,-888.9,0,0,,0.1484
02/10/11,09:00:00,0,,2.823,2.128,1.071,-47.481,1,-81,-888.9,0,0,,0.1484
02/10/11,10:00:00,1.27,,2.797,2.128,1.071,-49.099,1,-82.1,-888.9,0,0,,0.1484
02/10/11,11:00:00,0.76,,2.797,2.128,1.099,-67.376,1,-94.8,-888.9,0,0,,0.1484
02/10/11,12:00:00,0,,2.797,2.128,1.099,-67.376,1,-94.8,-888.9,0,0,,0.1484
02/10/11,13:00:00,0.25,,2.797,2.128,0.934,-80.143,1,-103.9,-888.9,0,0,,0.1484
02/10/11,14:00:00,0,,2.797,2.128,0.55,-70.572,1,-97,-888.9,0,0.76,,0.1488
02/10/11,15:00:00,0,,2.77,2.101,0.522,-51.625,1,-83.8,-888.9,0,0,,0.1493
02/10/11,16:00:00,0,,2.77,2.074,0.55,-91.857,1,-112.5,-888.9,0,0,,0.1501
02/10/11,17:00:00,0,,2.744,2.047,0.605,-91.857,1,-112.5,-888.9,0,0,,0.1505
02/10/11,18:00:00,0,,2.717,2.021,0.687,-91.857,1,-112.5,-888.9,0,0,,0.151
02/10/11,19:00:00,0,,2.69,1.994,0.797,-91.857,1,-112.5,-888.9,0,0,,0.151
02/10/11,20:00:00,0,,2.664,1.994,0.825,-91.857,1,-112.5,-888.9,0,0,,0.151
02/10/11,21:00:00,0,,2.664,1.967,0.852,-91.857,1,-112.5,-888.9,0,0,,0.151
02/10/11,22:00:00,0,,2.637,1.967,0.88,-91.857,1,-112.5,-888.9,0,0,,0.151
02/10/11,23:00:00,0,,2.637,1.967,0.88,-91.857,1,-112.5,-888.9,0,0,,0.1505
03/10/11,00:00:00,0,,2.637,1.967,0.88,-91.857,1,-112.5,-888.9,0,0,,0.1505
03/10/11,01:00:00,0,,2.61,1.967,0.88,-91.857,1,-112.5,-888.9,0,0,,0.1505
03/10/11,02:00:00,0,,2.61,1.967,0.907,-91.857,1,-112.5,-888.9,0,0,,0.1505
03/10/11,03:00:00,0,,2.61,1.967,0.907,-91.857,1,-112.5,-888.9,0,0,,0.1501
03/10/11,04:00:00,0,,2.61,1.967,0.907,-91.857,1,-112.5,-888.9,0,0,,0.1501
03/10/11,05:00:00,0,,2.584,1.967,0.907,-91.857,1,-112.5,-888.9,0,0,,0.1501
03/10/11,06:00:00,0,,2.584,1.967,0.907,-91.857,1,-112.5,-888.9,0,0,,0.1497
03/10/11,07:00:00,0,,2.584,1.967,0.934,-82.596,1,-105.7,-888.9,0,0,,0.1497
03/10/11,08:00:00,0.51,,2.584,1.94,0.962,-80.143,1,-103.9,-888.9,0,0,,0.1493
03/10/11,09:00:00,0,,2.584,1.94,0.989,-43.813,1,-78.5,-888.9,0,0,,0.1493
03/10/11,10:00:00,0,,2.584,1.967,1.017,-52.015,1,-84.1,-888.9,0.38,2.66,,0.1493
03/10/11,11:00:00,0.51,,2.584,1.994,1.044,-89.421,1,-110.7,-888.9,1.52,3.81,,0.1493
03/10/11,12:00:00,0,,2.584,2.021,0.989,-87.363,1,-109.2,-888.9,1.14,3.43,,0.1493
