"Date","Time, GMT+11:00","Rain, mm (SEN S/N: 668163)","Temp, ¡C (SEN S/N: 684638)","Temp, ¡C (SEN S/N: 684639)","PAR, uE (SEN S/N: 700672)","Temp, ¡C (SEN S/N: 2279300)","Wind Speed, m/s (SEN S/N: 2282103)","Gust Speed, m/s (SEN S/N: 2282103)","Water Content, m?/m? (SEN S/N: 2282783)","Temp, ¡C (SEN S/N: 2429935)","RH, % (SEN S/N: 2429935)","Batt, V"
27-04-2011,16:00:00,,-91.857,6.813,1136.2,9.829,3.05,6.85,0.1191,9.829,74.700,4.363
27-04-2011,17:00:00,0.00,-91.857,6.914,796.2,9.361,3.81,6.47,0.1191,9.040,79.200,4.381
27-04-2011,18:00:00,0.00,-91.857,7.091,383.7,8.593,2.28,6.85,0.1191,7.519,84.800,4.363
27-04-2011,19:00:00,0.00,-91.857,7.217,23.7,7.995,3.05,6.09,0.1191,6.458,92.700,4.345
27-04-2011,20:00:00,0.00,-91.857,7.343,1.2,7.594,3.81,6.85,0.1191,5.770,95.900,4.339
27-04-2011,21:00:00,0.00,-85.581,7.393,1.2,7.293,4.57,8.38,0.1191,5.282,97.400,4.339
27-04-2011,22:00:00,0.00,-69.993,7.444,1.2,7.041,3.81,6.85,0.1191,5.024,97.900,4.333
27-04-2011,23:00:00,0.00,-65.553,7.469,1.2,6.813,3.81,7.23,0.1191,4.740,98.200,4.321
28-04-2011,00:00:00,0.00,-64.308,7.469,1.2,6.585,2.66,6.47,0.1191,4.662,98.300,4.321
28-04-2011,01:00:00,0.00,-65.553,7.469,1.2,6.458,3.05,5.71,0.1191,4.480,98.500,4.321
28-04-2011,02:00:00,0.00,-67.866,7.444,1.2,6.382,1.90,4.95,0.1191,4.272,98.600,4.321
28-04-2011,03:00:00,0.00,-70.572,7.444,1.2,6.331,1.14,3.43,0.1196,3.643,98.600,4.315
28-04-2011,04:00:00,0.00,-69.993,7.419,1.2,6.000,0.00,1.90,0.1196,3.036,98.600,4.315
28-04-2011,05:00:00,0.00,-42.564,7.393,1.2,5.257,0.00,1.52,0.1196,3.142,98.700,4.315
28-04-2011,06:00:00,0.00,-44.736,7.343,1.2,4.272,0.00,0.38,0.1200,3.063,98.400,4.309
28-04-2011,07:00:00,0.00,-91.857,7.268,1.2,3.485,0.00,1.14,0.1200,2.744,97.500,4.303
28-04-2011,08:00:00,0.00,-91.857,7.167,6.2,3.009,0.00,1.52,0.1200,2.182,96.900,4.303
28-04-2011,09:00:00,0.00,-61.053,7.066,178.7,2.877,0.00,1.52,0.1200,5.872,95.300,4.400
28-04-2011,10:00:00,0.00,-63.528,6.940,608.7,4.011,0.38,2.66,0.1200,8.344,85.300,4.363
28-04-2011,11:00:00,0.00,-91.857,6.839,996.2,6.585,1.52,3.81,0.1191,10.149,74.100,4.369
28-04-2011,12:00:00,0.00,-91.857,6.813,1228.7,8.693,1.90,5.71,0.1187,10.785,64.700,4.387
28-04-2011,13:00:00,0.00,-91.857,6.889,1408.7,10.492,1.90,5.71,0.1183,11.492,55.100,4.363
28-04-2011,14:00:00,0.00,-91.857,7.015,1453.7,11.977,1.90,5.33,0.1174,11.053,59.900,4.393
28-04-2011,15:00:00,0.00,-91.857,7.217,1433.7,12.534,1.52,4.19,0.1174,11.005,69.100,4.363
28-04-2011,16:00:00,0.00,-91.857,7.419,1158.7,11.880,2.28,4.95,0.1174,10.810,72.800,4.363
28-04-2011,17:00:00,0.00,-91.857,7.619,768.7,10.712,1.90,4.19,0.1174,9.460,75.000,4.484
28-04-2011,18:00:00,0.00,-91.857,7.795,333.7,9.410,0.76,4.19,0.1174,7.293,75.500,4.351
28-04-2011,19:00:00,0.00,-91.857,7.920,16.2,7.444,0.00,1.90,0.1174,5.282,85.200,4.339
28-04-2011,20:00:00,0.00,-91.857,7.995,1.2,5.745,0.00,1.14,0.1179,4.818,94.400,4.339
28-04-2011,21:00:00,0.00,-91.857,7.945,1.2,5.642,0.00,1.90,0.1179,5.770,96.500,4.333
28-04-2011,22:00:00,0.00,-91.857,7.870,1.2,5.719,0.00,1.52,0.1179,4.454,96.900,4.327
28-04-2011,23:00:00,0.00,-72.455,7.795,1.2,4.844,0.38,3.43,0.1183,4.558,96.900,4.321
29-04-2011,00:00:00,0.00,-44.335,7.695,1.2,4.324,1.52,4.19,0.1183,5.308,94.500,4.321
29-04-2011,01:00:00,0.00,-52.617,7.594,1.2,4.558,3.43,5.33,0.1183,5.488,94.200,4.321
29-04-2011,02:00:00,0.00,-53.239,7.494,1.2,4.610,3.05,4.95,0.1183,5.642,93.100,4.321
29-04-2011,03:00:00,0.00,-52.822,7.419,1.2,4.532,3.05,4.95,0.1183,5.385,91.300,4.315
29-04-2011,04:00:00,0.00,-52.617,7.343,1.2,4.324,1.52,4.57,0.1183,4.506,95.100,4.315
29-04-2011,05:00:00,0.00,-50.683,7.268,1.2,4.037,1.14,3.43,0.1183,3.801,97.200,4.315
29-04-2011,06:00:00,0.00,-51.625,7.192,1.2,3.327,0.00,2.28,0.1187,1.480,91.700,4.309
29-04-2011,07:00:00,0.00,-91.857,7.091,1.2,2.637,1.14,2.66,0.1187,2.477,88.400,4.303
29-04-2011,08:00:00,0.00,-91.857,6.990,6.2,2.262,1.14,3.05,0.1187,3.142,88.300,4.303
29-04-2011,09:00:00,0.00,-65.990,6.839,178.7,2.155,1.14,2.66,0.1187,5.024,89.800,4.400
29-04-2011,10:00:00,0.00,-53.239,6.712,628.7,2.797,1.52,3.43,0.1183,7.242,87.200,4.381
29-04-2011,11:00:00,0.00,-84.007,6.611,996.2,5.231,1.90,3.43,0.1179,8.817,79.900,4.351
29-04-2011,12:00:00,0.00,-91.857,6.560,1231.2,7.419,1.14,3.43,0.1170,10.614,69.200,4.357
29-04-2011,13:00:00,0.00,-91.857,6.585,1411.2,9.608,1.14,4.95,0.1166,11.540,66.400,4.393
29-04-2011,14:00:00,0.00,-91.857,6.712,1458.7,11.710,1.52,4.19,0.1162,12.098,71.000,4.363
29-04-2011,15:00:00,0.00,-91.857,6.889,1328.7,12.461,1.90,5.33,0.1162,11.394,76.300,4.357
29-04-2011,16:00:00,0.00,-91.857,7.116,1176.2,12.316,2.28,5.33,0.1157,11.419,81.000,4.381
29-04-2011,17:00:00,0.00,-91.857,7.343,578.7,11.248,3.05,5.33,0.1162,7.845,88.400,4.363
29-04-2011,18:00:00,0.00,-91.857,7.569,96.2,9.509,2.28,4.57,0.1162,7.066,94.400,4.351
29-04-2011,19:00:00,0.00,-91.857,7.745,6.2,8.593,1.52,3.43,0.1162,6.408,96.800,4.339
29-04-2011,20:00:00,0.00,-91.857,7.820,1.2,8.120,1.52,3.05,0.1162,5.693,97.700,4.333
29-04-2011,21:00:00,0.00,-91.857,7.895,1.2,7.720,0.76,1.90,0.1162,4.973,98.000,4.333
29-04-2011,22:00:00,0.00,-91.857,7.895,1.2,6.864,1.14,3.05,0.1166,4.480,95.100,4.327
29-04-2011,23:00:00,0.00,-91.857,7.895,1.2,5.642,1.52,4.19,0.1166,3.854,89.300,4.321
30-04-2011,00:00:00,0.00,-91.857,7.845,1.2,4.610,0.00,1.52,0.1170,2.289,91.000,4.321
30-04-2011,01:00:00,0.00,-91.857,7.745,1.2,3.722,1.14,3.81,0.1170,3.459,92.800,4.321
30-04-2011,02:00:00,0.00,-75.392,7.619,1.2,3.722,1.90,3.81,0.1170,3.168,94.900,4.315
30-04-2011,03:00:00,0.00,-77.111,7.494,1.2,3.696,1.90,3.05,0.1174,3.116,94.800,4.315
30-04-2011,04:00:00,0.00,-65.128,7.368,1.2,3.538,1.90,3.81,0.1174,3.036,95.800,4.309
30-04-2011,05:00:00,0.00,-54.325,7.242,1.2,3.380,1.14,3.05,0.1174,2.209,95.900,4.309
30-04-2011,06:00:00,0.00,-91.857,7.142,1.2,2.664,0.00,1.52,0.1174,3.880,95.700,4.303
30-04-2011,07:00:00,0.00,-91.857,7.015,1.2,2.155,0.76,2.28,0.1174,2.182,93.100,4.303
30-04-2011,08:00:00,0.00,-91.857,6.889,3.7,1.913,0.76,2.66,0.1174,2.155,94.900,4.303
30-04-2011,09:00:00,0.00,-66.439,6.737,206.2,1.697,0.38,1.90,0.1174,3.538,95.600,4.381
30-04-2011,10:00:00,0.00,-45.283,6.585,513.7,2.155,1.52,2.66,0.1174,5.847,91.700,4.351
30-04-2011,11:00:00,0.00,-63.151,6.458,823.7,4.766,0.76,3.05,0.1170,8.419,77.900,4.363
30-04-2011,12:00:00,0.00,-91.857,6.408,1181.2,7.343,2.66,7.61,0.1162,10.100,66.700,4.375
30-04-2011,13:00:00,0.00,-91.857,6.458,1303.7,8.965,4.57,7.99,0.1157,10.663,67.400,4.363
30-04-2011,14:00:00,0.00,-91.857,6.560,1423.7,10.614,4.19,8.76,0.1153,9.829,76.100,4.381
30-04-2011,15:00:00,0.00,-91.857,6.737,1241.2,10.956,4.95,9.90,0.1149,8.965,77.700,4.363
30-04-2011,16:00:00,0.00,-91.857,6.940,1008.7,10.345,4.19,8.38,0.1149,8.916,79.000,4.363
30-04-2011,17:00:00,0.00,-91.857,7.142,586.2,9.534,2.66,6.09,0.1149,8.195,82.300,4.369
30-04-2011,18:00:00,0.00,-91.857,7.293,268.7,8.295,0.76,3.43,0.1149,5.949,85.800,4.363
30-04-2011,19:00:00,0.00,-91.857,7.419,8.7,6.077,0.00,1.14,0.1153,5.488,88.700,4.345
30-04-2011,20:00:00,0.00,-91.857,7.444,1.2,4.480,0.00,0.76,0.1153,3.958,85.300,4.339
30-04-2011,21:00:00,0.00,-91.857,7.419,1.2,3.696,1.52,3.81,0.1157,5.539,82.700,4.333
30-04-2011,22:00:00,0.00,-91.857,7.318,1.2,3.985,2.28,4.57,0.1157,5.745,84.900,4.321
30-04-2011,23:00:00,0.00,-89.421,7.217,1.2,4.194,2.28,4.57,0.1157,5.514,89.300,4.321
01-05-2011,00:00:00,0.00,-75.392,7.116,1.2,4.220,2.28,3.81,0.1157,5.488,91.600,4.321
01-05-2011,01:00:00,0.00,-75.392,7.041,1.2,4.454,3.05,6.47,0.1157,6.204,93.900,4.321
01-05-2011,02:00:00,0.00,-71.175,6.990,1.2,5.102,3.81,7.99,0.1157,6.204,96.700,4.321
01-05-2011,03:00:00,0.00,-68.371,6.940,1.2,5.514,4.95,10.66,0.1157,6.661,98.000,4.315
01-05-2011,04:00:00,0.00,-69.433,6.914,1.2,5.975,5.33,10.66,0.1157,6.661,98.300,4.315
01-05-2011,05:00:00,0.00,-69.993,6.914,1.2,6.179,6.09,11.42,0.1153,6.560,98.400,4.315
01-05-2011,06:00:00,0.00,-72.455,6.940,1.2,6.255,6.09,11.42,0.1153,6.458,98.200,4.315
01-05-2011,07:00:00,0.00,-63.528,6.940,1.2,6.230,5.71,11.80,0.1153,6.255,98.000,4.309
01-05-2011,08:00:00,0.00,-65.990,6.965,1.2,6.230,4.57,8.76,0.1153,6.230,98.400,4.309
01-05-2011,09:00:00,0.00,-33.139,6.990,33.7,6.382,4.57,9.14,0.1153,6.382,98.700,4.315
01-05-2011,10:00:00,0.00,-41.160,7.015,106.2,6.687,3.43,6.47,0.1153,6.458,98.800,4.333
01-05-2011,11:00:00,0.00,-46.424,7.041,198.7,7.066,3.05,7.61,0.1153,6.433,98.900,4.357
01-05-2011,12:00:00,0.00,-40.274,7.066,426.2,7.745,2.66,6.85,0.1153,6.965,99.000,4.363
01-05-2011,13:00:00,0.00,-45.007,7.116,643.7,9.114,2.66,6.09,0.1153,7.494,96.900,4.363
01-05-2011,14:00:00,0.00,-67.376,7.167,543.7,9.534,1.90,5.71,0.1153,7.820,93.200,4.363
01-05-2011,15:00:00,0.00,-85.581,7.268,656.2,10.320,2.28,5.33,0.1149,8.120,90.400,4.393
01-05-2011,16:00:00,0.00,-91.857,7.393,508.7,10.149,1.90,5.33,0.1149,8.070,89.600,4.363
01-05-2011,17:00:00,0.00,-91.857,7.519,348.7,9.583,1.52,4.57,0.1149,7.745,89.400,4.363
01-05-2011,18:00:00,0.00,-91.857,7.619,98.7,8.717,0.38,2.28,0.1153,6.914,93.100,4.351
01-05-2011,19:00:00,0.00,-91.857,7.720,8.7,7.945,0.00,2.28,0.1153,6.102,95.500,4.339
01-05-2011,20:00:00,0.00,-84.007,7.745,1.2,7.116,0.00,1.90,0.1153,5.693,96.700,4.333
01-05-2011,21:00:00,0.00,-78.053,7.745,1.2,6.585,0.00,2.28,0.1153,5.565,96.900,4.321
01-05-2011,22:00:00,0.00,-71.175,7.745,1.2,6.535,0.00,1.90,0.1153,5.898,95.100,4.321
01-05-2011,23:00:00,0.00,-77.111,7.720,1.2,6.408,0.00,2.28,0.1157,6.128,94.700,4.321
02-05-2011,00:00:00,0.00,-85.581,7.670,1.2,6.255,0.00,1.14,0.1157,5.282,90.100,4.321
02-05-2011,01:00:00,0.00,-81.316,7.645,1.2,6.204,0.00,1.14,0.1153,5.642,91.700,4.315
02-05-2011,02:00:00,0.00,-89.421,7.594,1.2,6.077,0.76,4.57,0.1157,5.668,88.500,4.309
02-05-2011,03:00:00,0.00,-91.857,7.569,1.2,6.077,1.52,3.81,0.1157,5.591,91.300,4.309
02-05-2011,04:00:00,0.00,-91.857,7.519,1.2,5.975,1.52,4.95,0.1157,5.565,89.000,4.303
02-05-2011,05:00:00,0.00,-91.857,7.494,1.2,5.821,1.52,6.47,0.1157,5.693,84.600,4.303
02-05-2011,06:00:00,0.00,-91.857,7.444,1.2,5.668,0.76,3.43,0.1157,5.847,78.100,4.303
02-05-2011,07:00:00,0.00,-91.857,7.419,1.2,5.591,0.38,3.05,0.1162,5.128,80.800,4.303
02-05-2011,08:00:00,0.00,-91.857,7.368,1.2,5.462,0.38,1.90,0.1162,4.818,83.400,4.303
02-05-2011,09:00:00,0.00,-91.857,7.318,86.2,5.488,0.00,1.90,0.1162,5.179,85.600,4.333
02-05-2011,10:00:00,0.00,-91.857,7.293,296.2,6.102,0.76,3.43,0.1157,6.433,87.500,4.357
02-05-2011,11:00:00,0.00,-91.857,7.268,563.7,7.343,1.90,4.57,0.1157,7.167,84.500,4.363
02-05-2011,12:00:00,0.00,-91.857,7.268,748.7,8.941,2.28,5.71,0.1157,7.268,80.400,4.363
02-05-2011,13:00:00,0.00,-91.857,7.318,773.7,9.632,1.90,4.95,0.1153,8.170,80.600,4.387
02-05-2011,14:00:00,0.00,-91.857,7.419,741.2,10.687,2.28,5.71,0.1153,7.469,78.300,4.393
02-05-2011,15:00:00,0.00,-76.227,7.544,248.7,9.780,2.28,6.09,0.1153,5.488,87.800,4.369
02-05-2011,16:00:00,0.76,-64.308,7.645,148.7,8.717,1.14,3.81,0.1153,5.076,94.500,4.351
02-05-2011,17:00:00,1.02,-42.808,7.745,181.2,8.245,0.76,3.43,0.1153,5.488,94.600,4.363
02-05-2011,18:00:00,0.00,-33.534,7.795,51.2,8.145,0.38,2.66,0.1153,4.792,95.700,4.339
02-05-2011,19:00:00,0.51,-38.309,7.820,3.7,7.569,1.90,3.81,0.1157,4.506,97.600,4.333
02-05-2011,20:00:00,1.52,-66.901,7.820,1.2,7.041,1.90,5.71,0.1162,4.350,98.200,4.321
02-05-2011,21:00:00,0.51,-72.455,7.845,1.2,6.788,2.66,6.09,0.1170,4.246,98.500,4.321
02-05-2011,22:00:00,0.25,-71.175,7.820,1.2,6.636,1.90,5.33,0.1179,4.194,98.700,4.321
02-05-2011,23:00:00,0.51,-71.175,7.770,1.2,6.509,2.28,6.09,0.1187,3.221,98.700,4.321
03-05-2011,00:00:00,0.00,-75.392,7.745,1.2,6.128,3.43,6.09,0.1196,1.425,98.600,4.315
03-05-2011,01:00:00,0.25,-64.308,7.695,1.2,5.796,2.28,4.95,0.1200,2.797,98.700,4.309
03-05-2011,02:00:00,0.00,-63.151,7.645,1.2,5.821,1.14,4.19,0.1204,3.009,98.800,4.303
03-05-2011,03:00:00,0.00,-61.724,7.594,1.2,5.847,0.38,2.66,0.1204,2.956,98.900,4.303
03-05-2011,04:00:00,0.00,-59.484,7.544,1.2,5.796,1.14,3.81,0.1208,2.903,98.900,4.303
03-05-2011,05:00:00,0.00,-60.727,7.494,1.2,5.693,1.52,4.57,0.1213,2.343,99.000,4.303
03-05-2011,06:00:00,0.00,-60.727,7.444,1.2,5.514,1.90,4.57,0.1213,2.610,99.000,4.303
03-05-2011,07:00:00,0.00,-66.901,7.393,1.2,5.514,2.28,5.33,0.1217,3.142,99.100,4.297
03-05-2011,08:00:00,0.25,-80.143,7.368,1.2,5.514,2.28,4.57,0.1217,3.089,99.200,4.297
03-05-2011,09:00:00,0.00,-85.581,7.318,66.2,5.539,3.05,5.71,0.1221,3.274,99.200,4.321
03-05-2011,10:00:00,0.25,-84.007,7.268,186.2,5.847,3.43,6.09,0.1225,3.406,99.200,4.363
03-05-2011,11:00:00,0.00,-82.596,7.242,251.2,6.281,2.28,5.33,0.1225,3.538,99.200,4.369
03-05-2011,12:00:00,0.00,-77.111,7.217,666.2,7.419,1.90,5.33,0.1225,4.402,99.300,4.387
03-05-2011,13:00:00,0.00,-69.993,7.242,813.7,8.693,1.90,4.57,0.1225,4.141,99.200,4.369
03-05-2011,14:00:00,0.00,-82.596,7.293,746.2,9.583,1.52,4.19,0.1230,4.194,99.300,4.363
03-05-2011,15:00:00,0.00,-91.857,7.368,781.2,9.780,0.76,3.81,0.1230,5.076,98.000,4.369
03-05-2011,16:00:00,0.00,-74.603,7.494,311.2,9.410,1.14,3.43,0.1230,4.740,97.900,4.393
03-05-2011,17:00:00,0.00,-87.363,7.594,293.7,8.965,0.76,3.43,0.1234,4.115,98.400,4.357
03-05-2011,18:00:00,0.00,-91.857,7.695,86.2,8.319,0.76,3.05,0.1234,4.011,98.900,4.351
03-05-2011,19:00:00,0.00,-91.857,7.745,3.7,7.695,0.38,2.28,0.1238,3.670,99.100,4.339
03-05-2011,20:00:00,0.00,-91.857,7.795,1.2,7.192,1.14,3.81,0.1238,3.221,99.100,4.327
03-05-2011,21:00:00,0.00,-91.857,7.820,1.2,6.661,1.52,3.05,0.1238,2.983,99.200,4.321
03-05-2011,22:00:00,0.00,-91.857,7.820,1.2,6.382,0.38,2.66,0.1238,1.805,99.200,4.321
03-05-2011,23:00:00,0.00,-91.857,7.795,1.2,6.128,0.00,1.14,0.1238,2.289,99.200,4.315
04-05-2011,00:00:00,0.00,-87.363,7.745,1.2,6.000,0.00,1.14,0.1242,1.940,99.200,4.309
04-05-2011,01:00:00,0.25,-82.596,7.695,1.2,5.616,0.00,0.00,0.1242,0.797,99.200,4.303
04-05-2011,02:00:00,0.00,-87.363,7.645,1.2,4.662,0.00,0.00,0.1246,-0.116,99.100,4.303
04-05-2011,03:00:00,0.00,-91.857,7.569,1.2,3.749,0.00,1.14,0.1246,1.994,97.200,4.303
04-05-2011,04:00:00,0.00,-91.857,7.469,1.2,3.195,0.38,1.90,0.1246,2.021,95.000,4.297
04-05-2011,05:00:00,0.00,-91.857,7.343,1.2,3.009,1.52,3.05,0.1246,2.021,95.200,4.297
04-05-2011,06:00:00,0.00,-91.857,7.217,1.2,3.063,1.14,3.05,0.1246,2.021,96.100,4.297
04-05-2011,07:00:00,0.00,-62.070,7.091,1.2,3.195,0.76,3.81,0.1251,1.886,97.600,4.297
04-05-2011,08:00:00,0.00,-60.408,6.990,3.7,3.274,0.38,3.43,0.1246,1.425,98.400,4.297
04-05-2011,09:00:00,0.00,-58.323,6.889,138.7,3.221,1.14,4.19,0.1246,2.557,98.100,4.412
04-05-2011,10:00:00,0.00,-55.481,6.788,343.7,3.906,2.28,5.33,0.1246,2.664,96.500,4.381
04-05-2011,11:00:00,0.00,-69.433,6.737,801.2,5.128,2.28,6.47,0.1242,3.932,93.300,4.381
04-05-2011,12:00:00,0.00,-91.857,6.687,901.2,6.788,1.90,5.71,0.1242,5.257,89.600,4.369
04-05-2011,13:00:00,0.00,-91.857,6.712,1383.7,8.220,1.90,6.47,0.1234,6.712,80.500,4.351
04-05-2011,14:00:00,0.00,-91.857,6.788,1293.7,9.534,1.90,6.85,0.1234,6.712,75.200,4.357
04-05-2011,15:00:00,0.00,-91.857,6.914,1048.7,9.879,1.90,6.85,0.1230,6.737,74.700,4.393
04-05-2011,16:00:00,0.00,-91.857,7.041,766.2,9.485,2.28,6.47,0.1230,5.179,71.600,4.363
04-05-2011,17:00:00,0.00,-91.857,7.192,158.7,7.544,1.90,4.95,0.1230,4.740,73.900,4.363
04-05-2011,18:00:00,0.00,-91.857,7.293,146.2,6.813,1.14,4.19,0.1230,4.063,81.500,4.351
04-05-2011,19:00:00,0.00,-91.857,7.343,8.7,6.153,1.14,3.81,0.1234,2.717,89.500,4.339
04-05-2011,20:00:00,0.00,-89.421,7.368,1.2,5.282,1.14,4.57,0.1234,2.557,92.500,4.333
04-05-2011,21:00:00,0.00,-91.857,7.343,1.2,4.921,1.90,6.85,0.1234,2.128,89.800,4.321
04-05-2011,22:00:00,0.00,-91.857,7.293,1.2,4.454,4.19,8.76,0.1234,1.697,89.800,4.321
04-05-2011,23:00:00,0.00,-91.857,7.217,1.2,4.037,3.05,7.23,0.1234,1.126,91.500,4.315
05-05-2011,00:00:00,0.00,-81.316,7.142,1.2,3.696,3.43,7.99,0.1238,0.825,92.700,4.309
05-05-2011,01:00:00,0.00,-73.138,7.041,1.2,3.433,2.28,5.71,0.1238,0.051,94.100,4.303
05-05-2011,02:00:00,0.00,-69.433,6.965,1.2,3.221,3.05,7.23,0.1238,0.051,96.100,4.303
05-05-2011,03:00:00,0.00,-75.392,6.864,1.2,3.274,3.05,7.23,0.1238,-0.199,96.600,4.303
05-05-2011,04:00:00,0.00,-91.857,6.763,1.2,3.406,3.43,7.23,0.1238,-0.789,96.700,4.297
05-05-2011,05:00:00,0.00,-91.857,6.661,1.2,3.168,3.81,6.47,0.1234,-1.814,96.400,4.297
05-05-2011,06:00:00,0.00,-91.857,6.585,1.2,2.664,5.33,8.38,0.1238,-1.327,85.900,4.297
05-05-2011,07:00:00,0.00,-91.857,6.509,1.2,2.262,6.47,10.28,0.1238,-2.566,83.500,4.291
05-05-2011,08:00:00,0.00,-91.857,6.408,1.2,1.994,6.47,9.52,0.1238,-1.929,89.200,4.291
05-05-2011,09:00:00,0.00,-91.857,6.281,143.7,1.805,5.33,8.76,0.1238,-0.199,71.700,4.406
05-05-2011,10:00:00,0.00,-91.857,6.179,586.2,1.886,4.19,9.14,0.1238,3.854,57.400,4.363
05-05-2011,11:00:00,0.00,-91.857,6.077,931.2,2.450,5.71,11.04,0.1234,3.089,50.100,4.363
05-05-2011,12:00:00,0.00,-91.857,5.975,1186.2,3.985,5.33,8.38,0.1230,3.643,67.100,4.363
05-05-2011,13:00:00,0.00,-91.857,5.949,1341.2,5.514,4.95,9.14,0.1221,4.662,71.200,4.369
05-05-2011,14:00:00,0.00,-91.857,5.949,1383.7,6.611,4.95,9.14,0.1217,6.458,57.800,4.484
05-05-2011,15:00:00,0.00,-91.857,6.026,1241.2,6.763,5.33,9.90,0.1217,6.813,44.000,4.363
05-05-2011,16:00:00,0.00,-91.857,6.102,1006.2,6.763,3.43,6.85,0.1217,6.255,51.600,4.400
05-05-2011,17:00:00,0.00,-91.857,6.204,718.7,6.433,2.66,5.71,0.1213,4.947,57.700,4.363
05-05-2011,18:00:00,0.00,-91.857,6.306,311.2,5.488,3.43,7.23,0.1213,4.141,52.200,4.363
05-05-2011,19:00:00,0.00,-91.857,6.382,8.7,4.246,4.19,7.61,0.1217,4.428,35.900,4.339
05-05-2011,20:00:00,0.00,-91.857,6.408,1.2,3.406,3.81,6.09,0.1217,3.722,34.300,4.333
05-05-2011,21:00:00,0.00,-91.857,6.408,1.2,2.877,3.81,5.71,0.1217,3.670,33.900,4.321
05-05-2011,22:00:00,0.00,-91.857,6.331,1.2,2.477,3.05,5.71,0.1221,2.557,33.900,4.321
05-05-2011,23:00:00,0.00,-91.857,6.255,1.2,2.155,2.66,4.19,0.1221,3.327,35.200,4.321
06-05-2011,00:00:00,0.00,-91.857,6.179,1.2,1.940,2.28,4.19,0.1221,2.262,32.100,4.315
06-05-2011,01:00:00,0.00,-91.857,6.077,1.2,1.588,1.14,2.66,0.1225,4.740,29.800,4.303
06-05-2011,02:00:00,0.00,-91.857,5.975,1.2,1.289,1.14,3.05,0.1225,4.947,23.300,4.303
06-05-2011,03:00:00,0.00,-91.857,5.847,1.2,1.126,1.14,3.05,0.1225,4.506,18.500,4.303
06-05-2011,04:00:00,0.00,-91.857,5.745,1.2,1.017,1.14,3.43,0.1225,4.194,25.000,4.303
06-05-2011,05:00:00,0.00,-91.857,5.642,1.2,0.880,1.52,3.43,0.1225,4.428,19.900,4.303
06-05-2011,06:00:00,0.00,-91.857,5.539,1.2,0.797,1.52,3.05,0.1225,4.792,22.100,4.297
06-05-2011,07:00:00,0.00,-91.857,5.437,1.2,0.715,1.52,3.05,0.1225,4.194,21.500,4.297
06-05-2011,08:00:00,0.00,-91.857,5.334,3.7,0.605,1.90,3.81,0.1225,3.063,26.700,4.297
06-05-2011,09:00:00,0.00,-91.857,5.231,133.7,0.550,1.14,4.19,0.1225,4.740,25.400,4.387
06-05-2011,10:00:00,0.00,-91.857,5.154,486.2,0.605,2.66,4.95,0.1221,7.368,21.000,4.369
06-05-2011,11:00:00,0.00,-91.857,5.076,761.2,0.880,2.28,4.57,0.1217,9.188,17.200,4.369
06-05-2011,12:00:00,0.00,-91.857,4.999,1066.2,2.477,3.05,5.71,0.1208,9.854,16.000,4.393
06-05-2011,13:00:00,0.00,-91.857,4.999,1258.7,5.231,2.28,6.09,0.1204,10.687,16.700,4.363
06-05-2011,14:00:00,0.00,-91.857,5.050,1103.7,7.015,2.66,6.09,0.1200,10.443,16.400,4.387
06-05-2011,15:00:00,0.00,-91.857,5.205,1016.2,7.820,2.28,5.71,0.1196,9.657,24.900,4.363
06-05-2011,16:00:00,0.00,-91.857,5.360,856.2,7.695,1.90,4.95,0.1196,9.460,29.600,4.381
06-05-2011,17:00:00,0.00,-91.857,5.539,513.7,6.965,1.90,4.19,0.1196,8.045,35.000,4.363
06-05-2011,18:00:00,0.00,-91.857,5.693,181.2,5.821,1.52,4.57,0.1196,6.255,34.900,4.363
06-05-2011,19:00:00,0.00,-91.857,5.821,6.2,4.376,2.28,3.81,0.1196,4.558,38.600,4.339
06-05-2011,20:00:00,0.00,-91.857,5.872,1.2,3.433,2.66,4.95,0.1200,4.792,32.300,4.333
06-05-2011,21:00:00,0.00,-91.857,5.872,1.2,2.903,3.05,5.33,0.1200,5.231,23.500,4.327
06-05-2011,22:00:00,0.00,-91.857,5.821,1.2,2.477,3.43,5.33,0.1200,5.024,16.300,4.321
06-05-2011,23:00:00,0.00,-91.857,5.770,1.2,2.047,3.43,5.33,0.1204,5.462,13.700,4.321
07-05-2011,00:00:00,0.00,-91.857,5.693,1.2,1.778,2.28,3.81,0.1208,5.796,10.300,4.321
07-05-2011,01:00:00,0.00,-91.857,5.591,1.2,1.480,1.14,3.05,0.1208,4.869,9.800,4.315
07-05-2011,02:00:00,0.00,-91.857,5.514,1.2,1.262,1.52,3.81,0.1208,4.921,10.800,4.333
07-05-2011,03:00:00,0.00,-91.857,5.411,1.2,1.071,1.90,3.81,0.1208,5.565,9.600,4.309
07-05-2011,04:00:00,0.00,-91.857,5.308,1.2,0.989,1.90,3.81,0.1208,6.102,6.900,4.303
07-05-2011,05:00:00,0.00,-91.857,5.205,1.2,0.907,1.90,4.57,0.1213,5.437,7.200,4.303
07-05-2011,06:00:00,0.00,-91.857,5.128,1.2,0.825,1.52,3.81,0.1208,5.334,7.800,4.303
07-05-2011,07:00:00,0.00,-91.857,5.024,1.2,0.742,2.66,4.57,0.1208,4.973,8.700,4.303
